                                                       |             |              |           Play           |        Declaring         |                Defending              |
CHAN Pui Yi Pearlie - KOO Hor Yung Charmian            |  272   0.22 |  0.09   0.12 |  0.32 (123)  -0.04 (149) | -0.06 ( 57)   0.65 ( 66) |  0.17 ( 69)  -0.26 ( 80)   0.02 (149) |
HARASIMOWICZ Ewa - PASTERNAK Malgorzata                |  176   0.21 |  0.39  -0.19 |  0.04 ( 98)  -0.47 ( 78) |  0.41 ( 52)  -0.38 ( 46) |  0.15 ( 48)  -0.34 ( 30)  -0.43 ( 78) |
FERREIRA Isabel - ROSADO Alexandra                     |  176   0.18 |  0.04   0.14 |  0.20 ( 92)   0.08 ( 84) |  0.28 ( 50)   0.11 ( 42) | -0.10 ( 38)  -0.05 ( 46)   0.15 ( 84) |
BROGELAND Tonje Aasand - SVENDSEN Tone Torkelsen       |  160   0.13 | -0.04   0.17 |  0.54 ( 88)  -0.29 ( 72) |  0.23 ( 46)   0.89 ( 42) |  0.16 ( 30)  -0.01 ( 42)  -0.36 ( 72) |
YAMADA Mizuko Tan - ONISHI Hiroko                      |  128   0.09 |  0.01   0.08 |  0.18 ( 67)  -0.02 ( 61) |  0.44 ( 41)  -0.22 ( 26) | -0.34 ( 31)   0.20 ( 30)   0.05 ( 61) |
KHALIL Lily - KHOURI Maud                              |  192   0.09 | -0.02   0.11 |  0.34 ( 91)  -0.11 (100) |  0.22 ( 44)   0.46 ( 47) | -0.32 ( 50)   0.16 ( 50)  -0.03 (100) |
LIMA Paula - TADEU Ana                                 |  224   0.08 |  0.14  -0.07 |  0.21 (107)  -0.32 (116) |  0.08 ( 38)   0.27 ( 69) | -0.18 ( 54)  -0.17 ( 62)  -0.14 (116) |
HAMDY Nessrine - SARWAT Safeya (Sophie)                |  208   0.06 |  0.16  -0.10 | -0.24 (113)   0.07 ( 94) |  0.46 ( 57)  -0.96 ( 56) | -0.05 ( 49)  -0.13 ( 45)   0.16 ( 94) |
YANAGISAWA Akiko - TAKASAKI Megumi                     |  160   0.04 | -0.16   0.20 | -0.03 ( 82)   0.44 ( 78) | -0.37 ( 44)   0.35 ( 38) | -0.16 ( 43)   0.40 ( 35)   0.35 ( 78) |
WAN HOI Regine - MICHAUX Danielle                      |  192   0.02 |  0.09  -0.07 | -0.10 (101)  -0.03 ( 91) |  0.07 ( 56)  -0.32 ( 45) | -0.16 ( 51)  -0.25 ( 40)   0.17 ( 91) |
VOLINA Victoria - BYTSKEVICH Olga                      |  176  -0.05 | -0.06   0.01 | -0.06 ( 87)   0.09 ( 88) |  0.17 ( 49)  -0.36 ( 38) | -0.00 ( 45)  -0.12 ( 43)   0.15 ( 88) |
GRELL Gail - MAPP Pamela                               |  176  -0.08 | -0.04  -0.04 |  0.21 ( 96)  -0.33 ( 79) | -0.37 ( 40)   0.62 ( 56) |  0.31 ( 33)   0.16 ( 46)  -0.56 ( 79) |
CHARI Lakshmi - RYAN Sherien                           |  192  -0.10 |  0.07  -0.17 | -0.25 ( 83)  -0.12 (108) | -0.30 ( 52)  -0.18 ( 31) | -0.21 ( 58)  -0.44 ( 50)   0.20 (108) |
CESHUNAITE Ona - TALLAT-KELPSA Sniedze                 |  176  -0.12 | -0.12   0.00 |  0.56 ( 80)  -0.47 ( 95) |  0.36 ( 36)   0.73 ( 44) | -0.06 ( 52)  -0.07 ( 43)  -0.41 ( 95) |
ARRIGONI Gianna - OLIVIERI Gabriella                   |  176  -0.13 | -0.28   0.15 |  0.44 ( 86)  -0.12 ( 90) | -0.06 ( 46)   1.02 ( 40) | -0.36 ( 51)   0.09 ( 39)   0.04 ( 90) |
DELEFLIE Florence - HUSEINALI Narguis                  |  176  -0.15 | -0.25   0.10 |  0.12 ( 91)   0.07 ( 85) | -0.15 ( 38)   0.32 ( 53) |  0.55 ( 34)   0.11 ( 51)  -0.21 ( 85) |
VASANTH Sathyavathi - RAO Subadra                      |  192  -0.18 | -0.09  -0.09 | -0.06 (100)  -0.13 ( 92) | -0.25 ( 42)   0.08 ( 58) | -0.09 ( 42)  -0.11 ( 50)  -0.03 ( 92) |
BOOTH Christine Nicolle - NEWTON Mary-Ellen            |  272  -0.19 | -0.15  -0.04 |  0.11 (145)  -0.23 (126) |  0.62 ( 86)  -0.62 ( 59) |  0.33 ( 65)  -0.32 ( 61)  -0.24 (126) |
AL SAKET Huda - HAMADEH Maha                           |  208  -0.23 |  0.02  -0.26 | -0.58 ( 97)   0.02 (111) | -0.64 ( 59)  -0.48 ( 38) |  0.24 ( 68)   0.15 ( 43)  -0.18 (111) |
BREIVIK Kristine - REMEN Solvi                         |  160  -0.28 |  0.05  -0.33 | -0.18 ( 70)  -0.45 ( 89) | -0.33 ( 40)   0.02 ( 30) | -0.18 ( 44)  -0.13 ( 45)  -0.30 ( 89) |
HOWARD Pat - JOSA Denise                               |  176  -0.29 | -0.11  -0.18 | -0.43 ( 94)   0.10 ( 82) | -0.41 ( 49)  -0.45 ( 45) |  0.37 ( 44)   0.17 ( 38)  -0.17 ( 82) |
BISTOQUET Chantal - THIRION Christiane                 |  160  -0.31 | -0.10  -0.20 |  0.07 ( 75)  -0.44 ( 85) |  0.11 ( 40)   0.02 ( 35) |  0.53 ( 41)  -0.22 ( 44)  -0.59 ( 85) |
DE MEILLAC Lisa - FLETCHER Deborah                     |  192  -0.36 | -0.07  -0.29 | -0.19 ( 86)  -0.37 (106) | -0.33 ( 63)   0.20 ( 23) | -0.56 ( 15)  -0.14 ( 91)  -0.17 (106) |
KAY Teresa - OLIVEIRA Anabella                         |  144  -0.37 | -0.40   0.03 |  0.14 ( 60)  -0.06 ( 84) |  0.13 ( 30)   0.15 ( 30) |  0.19 ( 42)   0.24 ( 42)  -0.27 ( 84) |
DEORA Hema - SICKA Bimal                               |  144  -0.42 | -0.21  -0.21 | -0.03 ( 71)  -0.40 ( 72) | -0.15 ( 42)   0.16 ( 29) | -0.14 ( 41)  -0.34 ( 31)  -0.17 ( 72) |
VRUBLIAUSKIENE Lina - PETRYLIENE Nele                  |  176  -0.45 | -0.34  -0.11 |  0.28 (109)  -0.74 ( 67) |  0.15 ( 54)   0.41 ( 55) | -0.16 ( 39)  -0.23 ( 28)  -0.55 ( 67) |
PISARSKIENE Zaneta - ROTOMSKIENE Jurgita               |  191  -0.51 | -0.68   0.17 |  0.34 (103)  -0.04 ( 87) |  0.25 ( 65)   0.50 ( 38) | -0.13 ( 53)   0.28 ( 34)  -0.06 ( 87) |
BRINGOLD Solange - SIMONNET Brigitte                   |  192  -0.57 | -0.46  -0.12 | -0.01 ( 93)  -0.22 ( 99) |  0.05 ( 57)  -0.10 ( 36) |  0.29 ( 51)  -0.29 ( 48)  -0.23 ( 99) |
DHAMASIRI Chuanpit - MEKCHARAS Supang                  |  160  -0.59 | -0.26  -0.33 | -0.43 ( 81)  -0.23 ( 78) | -0.34 ( 44)  -0.54 ( 37) |  0.13 ( 40)  -0.23 ( 38)  -0.18 ( 78) |
GRENIE Jany - MOERS Jeanine                            |  176  -0.59 | -0.35  -0.23 | -0.21 ( 76)  -0.25 (100) | -0.24 ( 38)  -0.18 ( 38) | -0.10 ( 47)  -0.05 ( 53)  -0.18 (100) |
KUZNIATSOVA Larysa - BELIANKINA Zoya                   |  144  -0.62 | -0.23  -0.39 | -0.39 ( 79)  -0.39 ( 65) | -0.54 ( 41)  -0.23 ( 38) |  0.00 ( 39)  -0.12 ( 26)  -0.34 ( 65) |
AL GHUSSAIN Malak - KANAN Noura                        |  128  -0.65 | -0.32  -0.32 | -0.58 ( 65)  -0.06 ( 63) | -0.64 ( 32)  -0.52 ( 33) | -0.10 ( 36)   0.84 ( 27)  -0.36 ( 63) |
KANOKWATANAWAN Uraiwan - SITTHICHAROENSAWAT Pavinee    |  208  -0.67 | -0.34  -0.33 | -0.12 (104)  -0.53 (104) |  0.34 ( 46)  -0.49 ( 58) | -0.21 ( 54)  -0.03 ( 50)  -0.40 (104) |
HOMSY Marguerite - SHATILA Samia                       |  128  -0.87 | -0.48  -0.39 | -0.59 ( 70)  -0.14 ( 58) | -1.04 ( 33)  -0.18 ( 37) | -0.22 ( 34)  -0.20 ( 24)   0.07 ( 58) |
JARDANEH Zaha - JOUDEH Zahia                           |  160  -0.89 | -0.19  -0.70 | -0.70 ( 83)  -0.70 ( 76) | -0.90 ( 44)  -0.48 ( 39) | -0.34 ( 39)  -0.19 ( 37)  -0.44 ( 76) |
LAFON Jacqueline - ROUVRAIS Simone                     |  176  -1.03 | -0.53  -0.51 | -0.81 ( 86)  -0.22 ( 89) | -0.59 ( 33)  -0.95 ( 53) | -0.31 ( 47)  -0.44 ( 42)   0.15 ( 89) |
DARDARANANDA Tassamon - BISALPUTRA Pimpraphai          |  176  -1.05 | -0.42  -0.63 | -0.46 ( 92)  -0.83 ( 83) | -1.01 ( 38)  -0.08 ( 54) | -0.13 ( 45)  -0.33 ( 38)  -0.61 ( 83) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No.   IMPs |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
YAMADA Mizuko Tan - SHIMAMURA Kyoko                    |   16   2.26 |  1.55   0.71 |  0.63 (  6)   0.83 (  9) |  0.18 (  3)   1.09 (  3) | -0.19 (  2)   0.00 (  7)   0.87 (  9) |
HAMADEH Maha - KANAN Noura                             |   16   0.37 | -0.72   1.09 |  0.81 (  8)   1.37 (  8) |  1.20 (  5)   0.14 (  3) | -0.15 (  5)   2.21 (  3)   0.64 (  8) |
GRENIE Jany - BISTOQUET Chantal                        |   16  -0.63 | -0.50  -0.13 |  0.09 (  7)  -0.30 (  9) |     - (  0)   0.09 (  7) |  0.07 (  4)   0.04 (  5)  -0.35 (  9) |
VASANTH Sathyavathi - CHARI Lakshmi                    |   16  -0.81 | -0.94   0.13 |  0.41 (  9)  -0.24 (  7) |  2.45 (  6)  -3.67 (  3) | -0.04 (  5)  -0.16 (  2)  -0.17 (  7) |
JOUDEH Zahia - KANAN Noura                             |   16  -0.87 | -0.56  -0.30 | -1.81 (  3)   0.04 ( 13) | -1.94 (  2)  -1.55 (  1) |  0.41 (  6)   0.34 (  7)  -0.33 ( 13) |
HOMSY Marguerite - KHOURI Maud                         |   16  -1.27 | -0.47  -0.80 | -1.92 (  5)  -0.29 ( 11) | -8.58 (  1)  -0.26 (  4) | -0.43 (  6)  -0.69 (  5)   0.26 ( 11) |
JARDANEH Zaha - KANAN Noura                            |   16  -1.61 | -0.90  -0.71 | -0.09 (  7)  -1.19 (  9) | -0.35 (  1)  -0.05 (  6) | -0.11 (  3)  -0.41 (  6)  -0.87 (  9) |

