                                                       |             |              |           Play           |        Declaring         |                Defending              |
YANG Sung Ae - IM Hyun                                 |  176  -0.60 | -0.45  -0.15 | -0.18 ( 73)  -0.14 (103) | -0.24 ( 28)  -0.14 ( 45) |  0.59 ( 34)  -0.22 ( 69)  -0.19 (103) |
HINDS Roglyn - SEALE Yvonne                            |  160  -0.63 | -0.80   0.17 |  0.24 ( 88)   0.09 ( 70) |  0.42 ( 48)   0.02 ( 40) | -0.20 ( 44)  -0.01 ( 26)   0.22 ( 70) |
AZWER Zeenat - DUBASH Dinaz                            |  128  -0.70 | -0.51  -0.19 |  0.14 ( 66)  -0.54 ( 62) |  0.78 ( 32)  -0.47 ( 34) | -0.30 ( 29)   0.09 ( 33)  -0.44 ( 62) |
COORE Carol - MOORE Felicity                           |  112  -0.74 | -0.60  -0.14 |  0.08 ( 51)  -0.31 ( 61) | -0.29 ( 24)   0.40 ( 27) |  0.01 ( 25)  -0.04 ( 36)  -0.29 ( 61) |
FULFORD Marlene - MARSHALL Valerie May                 |  176  -1.09 | -0.64  -0.45 | -0.41 ( 89)  -0.50 ( 87) | -0.47 ( 62)  -0.28 ( 27) | -0.59 ( 30)  -0.19 ( 57)  -0.17 ( 87) |
GIBBONS Christine - GIBBONS Jenna                      |  144  -1.23 | -0.56  -0.67 | -0.43 ( 65)  -0.90 ( 76) | -0.43 ( 29)  -0.44 ( 36) | -0.56 ( 37)   0.03 ( 39)  -0.65 ( 76) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No.   IMPs |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
AZWER Zeenat - ALI Abida Nazar                         |   16   1.10 |  1.01   0.09 |  0.00 ( 11)   0.28 (  5) | -0.76 (  7)   1.33 (  4) | -1.97 (  1)   0.51 (  4)   0.26 (  5) |
ROSENBERG Miriam - TINAJERO Claudia                    |   96   0.31 |  0.02   0.29 |  0.49 ( 52)   0.04 ( 43) |  1.35 ( 32)  -0.87 ( 20) |  0.09 ( 22)  -0.07 ( 21)   0.02 ( 43) |
YANG Shu-Yi - SUNG Chin-Hsien                          |   64  -0.05 | -0.16   0.11 | -0.42 ( 26)   0.47 ( 38) | -0.73 ( 12)  -0.15 ( 14) |  0.12 ( 20)   0.40 ( 18)   0.22 ( 38) |
WU Ling Li - SUNG Chin-Hsien                           |   32  -0.27 | -0.17  -0.09 | -0.26 ( 19)   0.15 ( 13) | -0.13 ( 10)  -0.41 (  9) | -0.34 ( 10)  -0.03 (  3)   0.42 ( 13) |
SPRINGER Adelle - THOMPSON Jacqueline                  |   48  -0.37 | -0.36  -0.01 |  0.61 ( 25)  -0.71 ( 22) |  0.46 ( 11)   0.72 ( 14) |  0.20 (  7)  -0.48 ( 15)  -0.45 ( 22) |
ROSENBERG Magy - TINAJERO Claudia                      |   32  -0.45 |  0.58  -1.03 | -0.23 ( 18)  -2.07 ( 14) | -0.63 (  8)   0.10 ( 10) | -1.30 (  7)   0.43 (  7)  -1.64 ( 14) |
WILLIAMS Elizabeth - COORE Carol                       |   96  -0.77 | -0.42  -0.35 | -0.72 ( 52)   0.09 ( 44) | -0.06 ( 29)  -1.56 ( 23) | -0.03 ( 32)   0.35 ( 12)   0.02 ( 44) |
COLLINS Nan - HINDS Roglyn                             |   80  -0.87 | -0.78  -0.09 | -0.52 ( 40)   0.35 ( 40) | -0.10 ( 18)  -0.86 ( 22) |  0.00 ( 20)   0.02 ( 20)   0.33 ( 40) |
MOORE Felicity - WHITE Cynthia                         |   64  -1.12 | -0.86  -0.26 | -0.20 ( 33)  -0.34 ( 30) | -0.10 ( 22)  -0.40 ( 11) | -0.22 ( 14)  -0.02 ( 16)  -0.22 ( 30) |
SEALE Yvonne - SPRINGER Adelle                         |   32  -1.29 | -0.61  -0.68 | -0.65 ( 19)  -0.72 ( 13) | -1.20 (  9)  -0.16 ( 10) |  0.15 (  8)   0.14 (  5)  -0.86 ( 13) |
WILLIAMS Elizabeth - WHITE Cynthia                     |   96  -1.60 | -1.03  -0.57 | -0.30 ( 52)  -0.88 ( 44) |  0.22 ( 27)  -0.87 ( 25) | -0.79 ( 24)   0.32 ( 20)  -0.59 ( 44) |
BENCHEMSI Fatiha - EL AWAD Wadia                       |   16  -1.63 | -1.10  -0.53 | -1.24 (  8)   0.18 (  8) |  0.24 (  4)  -2.73 (  4) |  0.06 (  3)   0.12 (  5)   0.08 (  8) |
CUMMINS Patricia - SPRINGER Adelle                     |   16   0.71 |  0.52   0.19 | -0.29 (  7)   0.56 (  9) | -0.29 (  7)      - (  0) |     - (  0)   0.33 (  9)   0.23 (  9) |

