                                                       |             |              |           Play           |        Declaring         |                Defending              |
GROSSET Philippe - TOULET Sandra                       |  176  -0.26 | -0.29   0.03 |  0.19 ( 73)  -0.09 (103) |  0.38 ( 41)  -0.05 ( 32) | -0.01 ( 53)   0.06 ( 50)  -0.12 (103) |
ZIVKOVIC Gojko - MOSSOP David                          |  176  -0.28 | -0.45   0.17 | -0.00 (101)   0.41 ( 74) |  0.17 ( 45)  -0.14 ( 56) |  0.07 ( 41)   0.39 ( 33)   0.20 ( 74) |
SIMON Philippe - TOULET Patrice                        |  176  -0.30 |  0.48  -0.77 | -0.81 ( 90)  -0.75 ( 84) | -1.09 ( 39)  -0.60 ( 51) | -0.14 ( 41)   0.30 ( 43)  -0.83 ( 84) |
GHANEM Ghassan - HATTAR-GHANEM Nuha                    |  272  -0.30 | -0.23  -0.06 |  0.26 (150)  -0.47 (121) |  0.58 ( 83)  -0.14 ( 67) | -0.06 ( 60)  -0.21 ( 61)  -0.33 (121) |
COMPTON Chris - HAMMAN Bob                             |  144  -0.30 | -0.72   0.42 |  0.58 ( 70)   0.26 ( 73) |  0.73 ( 35)   0.44 ( 35) | -0.14 ( 41)   0.50 ( 32)   0.12 ( 73) |
KLINGER Ron - MULLAMPHY Matthew                        |  176  -0.39 |  0.03  -0.41 | -0.71 ( 67)  -0.23 (108) |  0.05 ( 27)  -1.23 ( 40) |  0.35 ( 54)  -0.24 ( 54)  -0.29 (108) |
CHIDIAC Pierre - HACHEM Tony                           |  128  -0.45 | -0.67   0.22 |  0.60 ( 64)  -0.17 ( 64) | -0.18 ( 32)   1.39 ( 32) |  0.35 ( 33)  -0.38 ( 31)  -0.17 ( 64) |
PERISIC Marko - TODOROVIC Nebojsa                      |  272  -0.49 | -0.26  -0.22 | -0.42 (133)  -0.04 (137) | -0.58 ( 79)  -0.17 ( 54) |  0.05 ( 63)  -0.18 ( 74)   0.03 (137) |
PASQUINI Paolo - SULTAN Perla                          |  208  -0.55 | -0.47  -0.08 | -0.19 (100)   0.03 (107) |  0.30 ( 47)  -0.61 ( 53) |  0.14 ( 66)  -0.01 ( 41)  -0.06 (107) |
AHMAD Mushir - MINWALLA Diniar                         |  272  -0.65 |  0.00  -0.66 | -0.55 (152)  -0.80 (120) | -1.02 ( 71)  -0.13 ( 81) | -0.19 ( 58)  -0.19 ( 62)  -0.61 (120) |
LA SPADA Olivier - MAGNUSSON Stephan                   |  160  -0.70 | -0.50  -0.20 |  0.19 ( 81)  -0.60 ( 79) | -0.13 ( 40)   0.51 ( 41) | -0.50 ( 34)   0.07 ( 45)  -0.42 ( 79) |
DROUET Didier - MONDON Yves                            |  176  -0.90 | -0.46  -0.44 | -0.56 ( 91)  -0.31 ( 84) | -0.19 ( 46)  -0.93 ( 45) |  0.06 ( 44)  -0.12 ( 40)  -0.29 ( 84) |
JANKAUSKAS Arunas - POSKA Gediminas                    |  160  -1.26 | -0.77  -0.49 | -0.40 ( 85)  -0.58 ( 75) | -0.52 ( 38)  -0.31 ( 47) | -0.06 ( 41)  -0.61 ( 34)  -0.27 ( 75) |
DIEBOLD Zoraida - ROSEN Eduardo                        |  176  -1.27 | -0.69  -0.58 | -0.30 ( 91)  -0.88 ( 85) |  0.09 ( 52)  -0.82 ( 39) | -0.05 ( 43)  -0.39 ( 42)  -0.65 ( 85) |
DANIEL George - DIKGANG Modisaotsile                   |  272  -1.56 | -0.80  -0.75 | -0.84 (114)  -0.70 (156) | -0.38 ( 61)  -1.38 ( 53) |  0.14 ( 72)  -0.29 ( 84)  -0.60 (156) |
MORGANTI Lillian - MORGANTI Ugo                        |  160  -1.86 | -0.80  -1.06 | -1.13 ( 76)  -1.01 ( 83) | -1.03 ( 39)  -1.23 ( 37) | -0.05 ( 41)  -0.12 ( 42)  -0.92 ( 83) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No. Butler |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
CHIDIAC Pierre - HAMDAN Faycal                         |   64   1.66 |  0.44   1.22 |  2.13 ( 34)   0.19 ( 30) |  1.00 ( 12)   2.74 ( 22) |  0.14 ( 11)  -0.16 ( 19)   0.24 ( 30) |
FAYAD Mireille - HARFOUCHE Gabriel                     |   32   1.06 | -0.04   1.10 |  2.16 ( 10)   0.62 ( 22) |  2.16 ( 10)      - (  0) |  0.00 (  1)   0.24 ( 21)   0.39 ( 22) |
CARREON Ceferino - ANASTACIO Martin                    |   64  -0.11 | -0.26   0.15 |  0.73 ( 33)  -0.48 ( 30) |  1.08 ( 16)   0.39 ( 17) |  0.28 ( 15)  -0.74 ( 15)  -0.25 ( 30) |
REYES Vicente - VIROLA Romulo                          |   16  -0.25 |  0.30  -0.55 | -0.68 ( 12)  -0.16 (  4) |  0.06 (  8)  -2.17 (  4) | -0.15 (  2)  -0.09 (  2)  -0.04 (  4) |
FAYAD Mireille - HAMDAN Faycal                         |   80  -0.35 | -0.17  -0.18 | -0.07 ( 33)  -0.26 ( 45) | -1.02 ( 14)   0.62 ( 19) |  0.38 ( 23)  -0.47 ( 22)  -0.23 ( 45) |
ANASTACIO Martin - REYES Vicente                       |   96  -0.44 |  0.02  -0.46 |  0.24 ( 44)  -1.05 ( 52) | -0.11 ( 21)   0.55 ( 23) | -0.66 ( 33)   0.50 ( 19)  -0.82 ( 52) |
CARREON Ceferino - QUIMSON Angeles                     |   96  -0.63 | -0.81   0.19 |  0.20 ( 48)   0.18 ( 48) |  0.07 ( 25)   0.34 ( 23) |  0.09 ( 23)   0.34 ( 25)  -0.04 ( 48) |
MONDON Yves - TOULET Patrice                           |   16  -0.63 | -0.48  -0.15 |  1.34 (  2)  -0.36 ( 14) |     - (  0)   1.34 (  2) | -0.06 (  5)   0.26 (  9)  -0.50 ( 14) |
MAGNUSSON Stephan - SASSELLI Marco                     |   16  -0.75 | -0.43  -0.32 | -0.48 (  7)  -0.20 (  9) |  0.88 (  2)  -1.02 (  5) | -0.02 (  3)  -0.65 (  6)   0.24 (  9) |
SAULIS Alvydas - VAINIKONIS Vytautas                   |   16  -0.88 | -0.68  -0.19 |  1.45 (  6)  -1.18 ( 10) |  1.94 (  5)  -1.00 (  1) | -0.65 (  3)   1.04 (  7)  -1.71 ( 10) |
QUIMSON Angeles - REYES Vicente                        |   80  -1.36 | -0.92  -0.45 | -0.39 ( 42)  -0.51 ( 38) | -0.41 ( 17)  -0.37 ( 25) | -0.51 ( 15)  -0.43 ( 23)  -0.05 ( 38) |
HACHEM Tony - HAMDAN Faycal                            |   16  -1.75 | -2.00   0.25 |  0.30 ( 12)   0.10 (  4) |  0.20 (  8)   0.49 (  4) |  0.00 (  1)  -0.35 (  3)   0.36 (  4) |
ANASTACIO Martin - QUIMSON Angeles                     |   16  -2.44 | -2.07  -0.36 | -0.55 (  4)  -0.30 ( 12) |  0.06 (  2)  -1.16 (  2) |  0.06 ( 10)   0.02 (  2)  -0.36 ( 12) |
OLANSKI Wojtek - VAINIKONIS Erikas                     |   16  -2.88 | -1.47  -1.41 | -2.07 (  7)  -0.89 (  9) | -1.64 (  5)  -3.14 (  2) | -0.24 (  5)  -1.69 (  4)  -0.01 (  9) |

