                                                       |             |              |           Play           |        Declaring         |                Defending              |
OLIVIERI Gabriella - ARRIGONI Gianna                   |  339   0.38 |  0.05   0.33 |  0.01 (163)   0.64 (173) |  0.68 ( 71)  -0.51 ( 92) |  0.05 ( 89)   0.46 ( 84)   0.39 (173) |
DEGREVE Nicole - MARECHAL Nicole                       |  360   0.33 |  0.36  -0.04 |  0.00 (173)  -0.07 (186) | -0.43 ( 82)   0.39 ( 91) | -0.00 ( 89)   0.14 ( 97)  -0.14 (186) |
VAN ZWOL Wietske - VERBEEK Martine                     |  359   0.31 | -0.02   0.33 |  0.02 (172)   0.62 (187) | -0.10 ( 89)   0.14 ( 83) |  0.10 ( 79)   0.20 (108)   0.46 (187) |
VOROBEYCHIKOVA Olga - CHUBAROVA Svetlana               |  360   0.29 |  0.10   0.19 |  0.25 (190)   0.11 (166) |  0.48 (100)   0.01 ( 90) | -0.14 ( 96)   0.08 ( 70)   0.16 (166) |
MIHOVA Elena - MITOVSKA Miriana                        |  360   0.27 |  0.16   0.11 |  0.10 (186)   0.13 (174) |  0.07 ( 99)   0.13 ( 87) | -0.03 ( 99)  -0.03 ( 75)   0.16 (174) |
NEHMERT Pony Beate - GIAMPIETRO Cristina               |  260   0.25 |  0.36  -0.11 | -0.05 (112)  -0.16 (144) | -0.14 ( 62)   0.05 ( 50) |  0.12 ( 71)  -0.08 ( 73)  -0.18 (144) |
ADAMSON Sheila - MARTIN Anne                           |  360   0.23 |  0.01   0.22 |  0.06 (176)   0.39 (181) |  0.16 ( 98)  -0.07 ( 78) |  0.09 ( 89)   0.28 ( 92)   0.20 (181) |
BRKLJACIC Tihana - MARTINOVIC Slavica                  |  180   0.21 |  0.29  -0.08 | -0.12 ( 74)  -0.06 (103) | -0.07 ( 41)  -0.19 ( 33) | -0.11 ( 56)  -0.38 ( 47)   0.18 (103) |
SCHALTZ Dorthe - BILDE Dorte Cilleborg                 |  379   0.17 |  0.23  -0.06 | -0.15 (200)   0.05 (178) | -0.36 ( 88)   0.02 (112) | -0.07 ( 93)   0.22 ( 85)  -0.02 (178) |
OLIVEIRA Anabella - ROSADO Alexandra                   |  398   0.17 |  0.17  -0.01 | -0.17 (191)   0.15 (205) | -0.43 (101)   0.11 ( 90) | -0.05 (111)  -0.17 ( 94)   0.26 (205) |
ROSETTA Annalisa - VANUZZI Marilina                    |  379   0.16 |  0.02   0.14 |  0.36 (176)  -0.05 (198) |  0.72 ( 74)   0.09 (102) |  0.25 ( 95)   0.06 (103)  -0.20 (198) |
THORESEN Siv - HOMME Marianne                          |  320   0.15 |  0.10   0.04 |  0.07 (178)   0.01 (140) | -0.11 ( 88)   0.25 ( 90) | -0.03 ( 62)  -0.22 ( 78)   0.15 (140) |
KYRIAKIDOU Antonia (Nitsa) - LAMBRINOU Sophie          |  360   0.10 |  0.13  -0.02 |  0.01 (199)  -0.06 (158) | -0.00 (104)   0.02 ( 95) | -0.14 ( 70)   0.12 ( 88)  -0.07 (158) |
MITSI Georgia - VELAITOU Polina                        |  360   0.10 |  0.13  -0.03 |  0.14 (155)  -0.16 (204) | -0.28 ( 73)   0.51 ( 82) | -0.09 (102)  -0.07 (102)  -0.09 (204) |
GOGOMAN Adele - GRUMM Iris                             |  539   0.08 | -0.14   0.23 |  0.28 (289)   0.16 (248) |  0.32 (142)   0.24 (147) | -0.09 (112)  -0.08 (136)   0.24 (248) |
ATALAY Belis - ZAIM Mey                                |  360   0.07 | -0.05   0.13 |  0.50 (190)  -0.29 (170) |  0.59 (105)   0.38 ( 85) | -0.16 ( 87)  -0.23 ( 83)  -0.10 (170) |
COUTEAUX Antonella - ANGELINI Letizia                  |  339   0.07 |  0.07   0.00 | -0.20 (159)   0.19 (180) | -0.04 ( 71)  -0.34 ( 88) | -0.08 (102)  -0.00 ( 78)   0.24 (180) |
RASMUSSEN Helle - BILDE Lone                           |  339   0.06 | -0.11   0.18 |  0.07 (187)   0.31 (151) |  0.07 (101)   0.07 ( 86) |  0.14 ( 70)   0.13 ( 81)   0.17 (151) |
SAWICKA Malgorzata - HARASIMOWICZ Ewa                  |  340   0.06 |  0.03   0.03 | -0.38 (178)   0.48 (160) | -0.10 ( 95)  -0.69 ( 83) |  0.05 ( 70)   0.27 ( 90)   0.30 (160) |
LEVI Hila - ASULIN Adi                                 |  160   0.06 | -0.15   0.21 | -0.01 ( 70)   0.38 ( 89) | -0.30 ( 34)   0.26 ( 36) | -0.08 ( 50)  -0.01 ( 39)   0.43 ( 89) |
DELLA MONTA Annaig - HACKETT Barbara                   |  300   0.05 | -0.04   0.09 |  0.01 (141)   0.17 (158) | -0.02 ( 70)   0.03 ( 71) |  0.16 ( 73)  -0.17 ( 85)   0.19 (158) |
TAL Dana - TAL Noga                                    |  440   0.01 | -0.02   0.02 |  0.17 (196)  -0.10 (242) | -0.11 (101)   0.47 ( 95) | -0.08 (129)  -0.11 (113)  -0.00 (242) |
TOPIOL Yael - DE GRAVE Greet                           |  379   0.01 |  0.16  -0.16 |  0.08 (170)  -0.35 (207) |  0.25 ( 79)  -0.07 ( 91) | -0.06 (108)  -0.01 ( 99)  -0.31 (207) |
CSIPKA Szilvia - MEZEI Katalin                         |  340  -0.01 | -0.11   0.10 |  0.09 (159)   0.11 (178) |  0.21 ( 74)  -0.01 ( 85) |  0.14 ( 83)   0.04 ( 95)   0.02 (178) |
OZAN Eren - ALUF Tuna                                  |  379  -0.01 |  0.15  -0.16 | -0.14 (177)  -0.19 (200) | -0.47 ( 99)   0.29 ( 78) | -0.15 (102)   0.08 ( 98)  -0.15 (200) |
ERDOGAN Filiz Uygan - KIZIKLI Alev                     |  340  -0.01 | -0.19   0.17 | -0.02 (175)   0.38 (164) | -0.16 ( 99)   0.16 ( 76) |  0.24 ( 95)   0.38 ( 69)   0.08 (164) |
MIRCHEVA Ralitsa Mihaylova - LEKOVA Anna               |  359  -0.03 |  0.19  -0.22 | -0.20 (195)  -0.24 (164) | -0.19 ( 88)  -0.21 (107) |  0.07 ( 79)   0.24 ( 85)  -0.40 (164) |
HADDAD Wafa - HANNA Adele                              |  300  -0.04 | -0.06   0.02 |  0.20 (175)  -0.22 (124) |  0.44 ( 84)  -0.03 ( 91) |  0.05 ( 61)  -0.23 ( 63)  -0.13 (124) |
HERNANDEZ Maria Eugenia - MESTRES Montserrat           |  340  -0.04 |  0.02  -0.06 |  0.07 (186)  -0.22 (152) | -0.10 ( 96)   0.25 ( 90) |  0.21 ( 77)  -0.11 ( 75)  -0.28 (152) |
ZALAI Agnes - HEGEDUS Orsolya                          |  420  -0.05 |  0.00  -0.05 | -0.07 (210)  -0.03 (207) |  0.17 (111)  -0.33 ( 99) |  0.17 ( 97)  -0.09 (110)  -0.06 (207) |
RUSO Sandra - BRKLJACIC Tihana                         |  120  -0.08 | -0.12   0.04 |  0.20 ( 60)  -0.11 ( 59) |  0.88 ( 26)  -0.32 ( 34) |  0.09 ( 32)   0.13 ( 27)  -0.22 ( 59) |
SMEDEREVAC Jovanka - FISCHER Doris                     |  239  -0.09 | -0.05  -0.04 | -0.04 (117)  -0.03 (121) |  0.61 ( 51)  -0.55 ( 66) |  0.12 ( 54)  -0.22 ( 67)   0.03 (121) |
PUNCH Sam - GUY Veronica                               |  359  -0.13 |  0.08  -0.20 | -0.19 (181)  -0.22 (176) | -0.15 ( 88)  -0.24 ( 93) | -0.41 ( 88)   0.13 ( 88)  -0.08 (176) |
NIKITINA Alexandra - KHONICHEVA Elena                  |  360  -0.16 | -0.03  -0.13 | -0.05 (188)  -0.21 (171) |  0.20 ( 87)  -0.27 (101) |  0.03 ( 81)  -0.05 ( 90)  -0.20 (171) |
CASTELLS Marina - CASTELLS-CONRADO Laura               |  360  -0.18 | -0.02  -0.16 | -0.24 (167)  -0.09 (191) | -0.15 ( 91)  -0.36 ( 76) | -0.18 ( 98)   0.05 ( 93)  -0.03 (191) |
ANTUNES Billie - MACHADO Maria Cristina                |  340  -0.18 | -0.09  -0.09 | -0.10 (170)  -0.08 (168) |  0.20 ( 83)  -0.39 ( 87) | -0.17 ( 82)  -0.15 ( 86)   0.08 (168) |
ECONOMOU Liana - KANELLOPOULOU Despina                 |  360  -0.21 |  0.13  -0.35 | -0.17 (175)  -0.51 (185) |  0.04 ( 81)  -0.35 ( 94) | -0.13 ( 80)  -0.21 (105)  -0.34 (185) |
SAESSELI Irene - FIERZ Alicia                          |  360  -0.22 | -0.02  -0.20 | -0.39 (170)  -0.04 (188) | -0.66 ( 95)  -0.06 ( 75) |  0.19 ( 91)  -0.01 ( 97)  -0.12 (188) |
JOYCE Emer - KENNY Joan                                |  360  -0.27 | -0.11  -0.16 | -0.03 (187)  -0.31 (171) | -0.26 (105)   0.28 ( 82) |  0.11 ( 82)  -0.27 ( 89)  -0.22 (171) |
BURNS Ciara - FINN Mary                                |  380  -0.30 |  0.04  -0.34 | -0.22 (168)  -0.44 (210) | -0.42 ( 83)  -0.04 ( 85) | -0.22 (107)  -0.14 (103)  -0.26 (210) |
SVENDSEN Tone Torkelsen - BROGELAND Tonje Aasand       |  300  -0.31 | -0.27  -0.04 |  0.08 (158)  -0.17 (141) | -0.09 ( 73)   0.23 ( 85) | -0.13 ( 68)   0.02 ( 73)  -0.11 (141) |
SHEA Sheila Ann - WENNELL Elizabeth                    |  400  -0.31 |  0.16  -0.48 | -0.50 (219)  -0.45 (179) | -0.65 (142)  -0.25 ( 77) |  0.15 ( 79)  -0.36 (100)  -0.31 (179) |
RETTEGHY Orsolya - HEGEDUS Orsolya                     |  120  -0.32 | -0.95   0.63 |  0.27 ( 66)   1.09 ( 53) |  0.25 ( 33)   0.30 ( 33) |  0.09 ( 23)   1.18 ( 30)   0.39 ( 53) |
BADRANKOVA Sviatlana - BELIANKINA Zoya                 |  378  -0.32 | -0.17  -0.15 | -0.08 (204)  -0.24 (172) | -0.31 (106)   0.17 ( 98) |  0.20 ( 74)  -0.11 ( 98)  -0.26 (172) |
AL MOUAYAD Fayza - GHOSN Rita                          |  198  -0.32 |  0.12  -0.44 | -0.82 (107)   0.00 ( 91) | -0.52 ( 46)  -1.05 ( 61) | -0.21 ( 53)  -0.25 ( 38)   0.23 ( 91) |
RIGNEY Teresa - KULCHYCKY Jill                         |  340  -0.36 | -0.01  -0.35 | -0.45 (141)  -0.28 (194) | -0.32 ( 70)  -0.58 ( 71) | -0.21 ( 94)  -0.10 (100)  -0.12 (194) |
RUSO Lara - SVER Nikica                                |  539  -0.43 | -0.17  -0.26 | -0.13 (278)  -0.40 (258) | -0.38 (149)   0.16 (129) | -0.14 (147)   0.15 (111)  -0.38 (258) |
MURUAGA Angeles - CRIADO DEL RAY Isabel                |  380  -0.44 | -0.31  -0.12 |  0.01 (193)  -0.27 (183) |  0.01 (100)   0.02 ( 93) |  0.12 ( 83)   0.03 (100)  -0.34 (183) |
PANCHEVA Boriana - YANEVA Valya                        |  360  -0.45 | -0.58   0.13 |  0.20 (168)   0.07 (190) | -0.45 ( 80)   0.79 ( 88) |  0.01 ( 94)  -0.00 ( 96)   0.07 (190) |
TUOMI Raija - AHONEN Hulda                             |  500  -0.46 | -0.33  -0.12 |  0.01 (223)  -0.23 (274) |  0.18 (124)  -0.21 ( 99) | -0.33 (152)  -0.01 (122)  -0.04 (274) |
GRANT Maida - McDONALD Sheila                          |  360  -0.49 | -0.30  -0.20 | -0.01 (178)  -0.39 (179) | -0.09 ( 97)   0.09 ( 81) |  0.14 ( 94)  -0.02 ( 85)  -0.46 (179) |
SUPPULA Taru - ELSINEN Tiina                           |  280  -0.50 | -0.36  -0.14 | -0.18 (145)  -0.10 (134) |  0.01 ( 75)  -0.38 ( 70) | -0.28 ( 77)   0.10 ( 57)   0.02 (134) |
SAVOLAINEN Pirkko - BARLUND Birgit                     |  300  -0.53 | -0.49  -0.04 | -0.00 (155)  -0.07 (144) | -0.23 ( 75)   0.21 ( 80) | -0.14 ( 87)  -0.30 ( 57)   0.13 (144) |
TICHA Magdalena - FORTOVA Eva                          |  399  -0.55 | -0.36  -0.19 | -0.16 (202)  -0.22 (196) | -0.12 (106)  -0.21 ( 96) | -0.01 (108)   0.20 ( 88)  -0.30 (196) |
TOMCIKOVA Zdena - ERDEOVA Jana                         |  419  -0.60 | -0.23  -0.37 | -0.36 (216)  -0.39 (202) | -0.62 (109)  -0.10 (107) | -0.17 (102)   0.02 (100)  -0.31 (202) |
MULLER Renata - RUSO Sandra                            |  200  -0.62 | -0.41  -0.21 | -0.27 ( 92)  -0.15 (108) | -0.26 ( 52)  -0.29 ( 40) | -0.06 ( 55)   0.23 ( 53)  -0.23 (108) |
SHOKHAN Elena - HAPONAVA Ulyana                        |  360  -0.63 | -0.18  -0.45 | -0.61 (163)  -0.33 (193) | -0.22 ( 83)  -1.03 ( 80) | -0.14 (104)  -0.32 ( 89)  -0.10 (193) |
EWALD Jennifer Christina - KULL Miriam                 |  340  -0.64 | -0.41  -0.22 | -0.52 (178)   0.10 (160) | -0.86 ( 95)  -0.12 ( 83) | -0.07 ( 75)   0.22 ( 85)   0.01 (160) |
TADEU Ana - LIMA Paula                                 |  338  -0.66 | -0.34  -0.32 | -0.35 (168)  -0.29 (170) | -0.18 ( 99)  -0.60 ( 69) |  0.02 ( 84)   0.08 ( 86)  -0.34 (170) |
LEPESHKEVICH Natalia - MATVEJKO Valentina              |  338  -0.69 | -0.26  -0.43 | -0.31 (162)  -0.54 (172) | -0.39 ( 77)  -0.24 ( 85) |  0.04 ( 95)  -0.37 ( 77)  -0.40 (172) |
WOODRUFF Laura - CLENCH Gilly                          |  380  -0.70 | -0.39  -0.30 | -0.16 (221)  -0.50 (158) | -0.04 (115)  -0.30 (106) |  0.40 ( 78)  -0.38 ( 80)  -0.51 (158) |
FETTES Gabi - HAIDORFER Andrea                         |  360  -0.78 | -0.35  -0.43 | -0.50 (170)  -0.36 (188) | -0.76 ( 99)  -0.15 ( 71) | -0.30 (100)  -0.02 ( 88)  -0.19 (188) |
BAZ Corinne - HAMDAN Nahla                             |  340  -0.80 | -0.43  -0.37 | -0.08 (159)  -0.63 (180) | -0.33 ( 66)   0.11 ( 93) | -0.34 ( 86)   0.06 ( 94)  -0.50 (180) |
SEVERSKA Marie - GROSMANOVA Tana                       |  258  -0.94 | -0.14  -0.79 | -1.15 (124)  -0.47 (133) | -1.11 ( 58)  -1.19 ( 66) |  0.20 ( 61)   0.29 ( 72)  -0.72 (133) |
PATRICK Daphne - BELCHER Judith                        |  300  -1.01 | -0.49  -0.52 | -0.66 (144)  -0.40 (153) | -0.56 ( 74)  -0.76 ( 70) | -0.04 ( 72)   0.17 ( 81)  -0.47 (153) |
RETTEGHY Orsolya - CSIPKA Szilvia                      |  140  -1.66 | -0.69  -0.97 | -1.06 ( 71)  -0.93 ( 66) | -1.16 ( 40)  -0.92 ( 31) | -0.35 ( 29)   0.50 ( 37)  -1.05 ( 66) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No. Butler |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
GHOSN Rita - HADDAD Wafa                               |   20   0.45 |  0.17   0.28 |  1.55 (  6)  -0.26 ( 14) |  2.31 (  3)   0.79 (  3) |  0.05 (  7)  -0.80 (  7)   0.11 ( 14) |
RETTEGHY Orsolya - MEZEI Katalin                       |   60   0.43 |  0.25   0.18 |  0.57 ( 31)  -0.25 ( 28) |  0.97 ( 15)   0.19 ( 16) |  0.37 ( 11)  -0.08 ( 17)  -0.34 ( 28) |
MULLER Renata - BRKLJACIC Tihana                       |   40   0.35 | -0.20   0.55 |  1.07 ( 24)  -0.22 ( 16) |  1.36 ( 14)   0.67 ( 10) | -0.06 (  6)   0.57 ( 10)  -0.55 ( 16) |
AL MOUAYAD Fayza - HAMDAN Nahla                        |   60   0.10 | -0.17   0.27 | -0.01 ( 32)   0.60 ( 28) |  0.25 ( 17)  -0.32 ( 15) |  0.89 ( 16)   0.19 ( 12)   0.01 ( 28) |
AL MOUAYAD Fayza - HADDAD Wafa                         |   60  -0.05 | -0.22   0.17 |  0.24 ( 22)   0.14 ( 37) |  0.23 ( 12)   0.26 ( 10) |  0.04 ( 21)   0.47 ( 16)  -0.09 ( 37) |
SAESSELI Irene - KULL Miriam                           |   20  -0.95 | -0.47  -0.48 | -1.15 ( 12)   0.53 (  8) | -1.97 (  8)   0.48 (  4) |  0.00 (  5)  -0.06 (  3)   0.55 (  8) |
GHOSN Rita - HANNA Adele                               |   40  -1.48 | -1.07  -0.40 | -0.06 ( 24)  -0.92 ( 16) |  0.82 ( 14)  -1.29 ( 10) |  0.38 (  6)  -1.15 ( 10)  -0.34 ( 16) |
BAZ Corinne - GHOSN Rita                               |   20  -2.95 | -1.89  -1.06 | -1.08 ( 11)  -1.04 (  9) | -0.49 (  8)  -2.63 (  3) | -0.86 (  4)  -0.02 (  5)  -0.65 (  9) |

