                                                       |             |              |           Play           |        Declaring         |                Defending              |
WORTEL Meike - MICHIELSEN Marion                       |  260   0.02 | -0.02   0.04 | -0.02 (123)   0.10 (136) |  0.19 ( 64)  -0.25 ( 59) |  0.10 ( 55)   0.14 ( 81)  -0.02 (136) |
SCHRAVERUS-MEUER Mirja - ALBERTI Anja                  |  240   0.02 | -0.08   0.10 |  0.21 (108)   0.00 (132) |  0.29 ( 56)   0.12 ( 52) | -0.11 ( 64)   0.04 ( 68)   0.04 (132) |
TOMCIKOVA Zdena - ERDEOVA Jana                         |  320  -0.01 | -0.02   0.01 |  0.07 (185)  -0.08 (133) |  0.23 ( 90)  -0.08 ( 95) | -0.72 ( 60)   0.05 ( 73)   0.22 (133) |
PETROVIC Izvorka - MULLER Renata                       |  220  -0.03 | -0.16   0.13 |  0.06 (125)   0.24 ( 93) | -0.11 ( 51)   0.18 ( 74) | -0.12 ( 44)   0.03 ( 49)   0.28 ( 93) |
PORAT Liri - LEVIT-PORAT Ruth                          |  320  -0.05 |  0.05  -0.10 | -0.35 (165)   0.17 (153) | -0.35 ( 92)  -0.35 ( 73) |  0.10 ( 75)  -0.03 ( 78)   0.14 (153) |
McGOWAN Elizabeth (Liz) - McQUAKER Fiona               |  380  -0.07 | -0.04  -0.02 | -0.09 (176)   0.04 (203) |  0.43 ( 94)  -0.70 ( 82) |  0.07 ( 96)  -0.11 (107)   0.06 (203) |
SHEA Sheila Ann - COMMINS Elizabeth Palmelia           |  300  -0.07 | -0.12   0.05 |  0.09 (170)  -0.00 (130) |  0.08 (104)   0.11 ( 66) |  0.18 ( 66)  -0.17 ( 64)  -0.01 (130) |
KHONICHEVA Elena - NIKITINA Alexandra                  |  300  -0.08 | -0.05  -0.02 | -0.02 (154)  -0.02 (145) | -0.20 ( 73)   0.13 ( 81) | -0.05 ( 73)   0.27 ( 72)  -0.13 (145) |
JOYCE Emer - KENNY Joan                                |  320  -0.09 | -0.07  -0.02 | -0.17 (150)   0.12 (168) | -0.18 ( 76)  -0.17 ( 74) |  0.17 ( 92)   0.14 ( 76)  -0.04 (168) |
TESHOME Sarah - JAGGER Catherine                       |  280  -0.11 | -0.23   0.12 |  0.13 (142)   0.11 (138) | -0.29 ( 79)   0.67 ( 63) |  0.15 ( 79)   0.12 ( 59)  -0.02 (138) |
TSIRIKOU Eleni - LAMBRINOU Sophie                      |  360  -0.13 |  0.08  -0.21 | -0.21 (189)  -0.21 (171) | -0.36 ( 91)  -0.07 ( 98) |  0.10 ( 89)  -0.25 ( 82)  -0.14 (171) |
TADEU Ana - LIMA Paula                                 |  320  -0.16 | -0.04  -0.13 |  0.16 (157)  -0.41 (163) |  0.32 ( 83)  -0.01 ( 74) | -0.10 ( 73)  -0.06 ( 90)  -0.34 (163) |
NYARADI Gabriella - NYARADI Ibolya                     |  320  -0.16 | -0.06  -0.11 | -0.33 (143)   0.07 (177) | -0.13 ( 67)  -0.51 ( 76) |  0.19 ( 90)  -0.09 ( 87)   0.02 (177) |
BERTHEAU Kathrine - MIDSKOG Catarina                   |  280  -0.18 | -0.01  -0.17 | -0.18 (119)  -0.16 (161) | -0.20 ( 64)  -0.15 ( 55) |  0.29 ( 81)   0.11 ( 80)  -0.35 (161) |
ASULIN Adi - LEVI Hila                                 |  300  -0.18 | -0.24   0.06 |  0.20 (147)  -0.07 (153) |  0.17 ( 69)   0.22 ( 78) | -0.30 ( 77)   0.25 ( 76)  -0.04 (153) |
VOROBEYCHIKOVA Olga - CHUBAROVA Svetlana               |  320  -0.20 |  0.03  -0.23 |  0.08 (166)  -0.57 (152) |  0.21 ( 96)  -0.11 ( 70) | -0.04 ( 85)  -0.26 ( 67)  -0.44 (152) |
ADAMSON Sheila - MARTIN Anne                           |  300  -0.22 | -0.17  -0.05 |  0.03 (145)  -0.13 (153) |  0.57 ( 78)  -0.59 ( 67) |  0.12 ( 73)  -0.01 ( 80)  -0.18 (153) |
AHONEN Hulda - NURMI Pia                               |  480  -0.23 | -0.31   0.08 | -0.05 (234)   0.21 (246) | -0.03 (119)  -0.07 (115) | -0.02 (124)   0.05 (122)   0.19 (246) |
VELAITOU Polina - MITSI Georgia                        |  360  -0.26 | -0.09  -0.16 | -0.28 (167)  -0.06 (190) | -0.46 ( 88)  -0.08 ( 79) |  0.03 ( 99)   0.02 ( 91)  -0.09 (190) |
SIGURJONSDOTTIR Hjordis - NIELSEN Ragnheidur           |  360  -0.28 | -0.25  -0.04 | -0.02 (165)  -0.06 (194) | -0.03 ( 86)   0.00 ( 79) | -0.11 ( 93)   0.10 (101)  -0.05 (194) |
ZALAI Agnes - HAMORI Zsuzsa                            |  320  -0.30 | -0.22  -0.08 | -0.05 (163)  -0.11 (155) |  0.24 ( 79)  -0.32 ( 84) |  0.08 ( 82)  -0.03 ( 73)  -0.14 (155) |
ARAMI Ruth - LAZAR Naomi                               |  300  -0.33 | -0.17  -0.16 | -0.16 (150)  -0.16 (149) | -0.05 ( 93)  -0.33 ( 57) | -0.14 ( 79)  -0.17 ( 70)  -0.00 (149) |
ROSADO Alexandra - FERREIRA Isabel                     |  319  -0.35 | -0.45   0.11 |  0.31 (147)  -0.06 (171) |  0.07 ( 57)   0.46 ( 90) |  0.11 ( 94)  -0.14 ( 77)  -0.06 (171) |
JAKOBSDOTTIR Esther - KRISTJONSDOTTIR Valgerdur        |  220  -0.35 | -0.34  -0.02 | -0.08 (107)   0.05 (113) | -0.29 ( 62)   0.21 ( 45) |  0.16 ( 64)  -0.33 ( 49)   0.10 (113) |
STIGLEITNER Helga - THOMASBERGER Hannelore             |  340  -0.40 | -0.16  -0.24 | -0.12 (165)  -0.36 (175) | -0.26 ( 76)  -0.01 ( 89) | -0.13 ( 76)   0.03 ( 99)  -0.31 (175) |
CARROLL Helen - KULCHYCKY Jill                         |  319  -0.41 | -0.14  -0.27 | -0.52 (149)  -0.04 (170) | -0.35 ( 71)  -0.68 ( 78) |  0.04 ( 84)   0.03 ( 86)  -0.08 (170) |
RAGI Daad - KOTEIT Eva                                 |  100  -0.44 | -0.04  -0.40 | -0.87 ( 47)   0.02 ( 53) | -0.98 ( 19)  -0.80 ( 28) | -0.00 ( 31)   0.05 ( 22)  -0.00 ( 53) |
KAY Teresa - OLIVEIRA Anabella                         |  320  -0.45 | -0.29  -0.16 |  0.09 (154)  -0.39 (166) | -0.09 ( 85)   0.30 ( 69) | -0.10 ( 97)   0.08 ( 69)  -0.36 (166) |
LANCOVA Milena - MEDLINOVA Blanka                      |  320  -0.52 | -0.43  -0.09 |  0.02 (145)  -0.17 (174) | -0.21 ( 75)   0.26 ( 70) | -0.08 ( 91)   0.12 ( 83)  -0.19 (174) |
WOODRUFF Laura - CLENCH Gilly                          |  420  -0.54 | -0.24  -0.30 | -0.23 (213)  -0.36 (207) | -0.13 (101)  -0.33 (112) | -0.29 (115)   0.08 ( 92)  -0.23 (207) |
BENSON Joyce - ALEXANDER Michele                       |  280  -0.59 | -0.10  -0.49 | -0.59 (129)  -0.42 (147) | -0.40 ( 66)  -0.79 ( 63) | -0.08 ( 84)  -0.02 ( 63)  -0.36 (147) |
LINDENLAUF Diana - MULIAR Andrea                       |  320  -0.61 | -0.41  -0.20 | -0.06 (162)  -0.35 (156) | -0.02 ( 84)  -0.09 ( 78) | -0.19 ( 84)  -0.11 ( 72)  -0.20 (156) |
CLEARY Ena - FITZGERALD Jeannie                        |  320  -0.61 | -0.17  -0.44 | -0.37 (152)  -0.50 (166) | -0.13 ( 79)  -0.64 ( 73) | -0.22 ( 80)  -0.14 ( 86)  -0.33 (166) |
SCHOBER Maria - WUFKA Michaela                         |  299  -0.65 | -0.38  -0.27 | -0.25 (143)  -0.28 (155) |  0.14 ( 68)  -0.61 ( 75) | -0.02 ( 84)   0.30 ( 71)  -0.41 (155) |
ABOUSLEIMAN Leila - KOTEIT Eva                         |  200  -0.66 | -0.33  -0.33 | -0.64 ( 97)  -0.04 (100) | -0.48 ( 42)  -0.76 ( 55) | -0.39 ( 60)  -0.00 ( 40)   0.19 (100) |
RAMADAN Youmna - NAMOUR Marella                        |  299  -0.81 | -0.45  -0.36 | -0.45 (155)  -0.27 (144) | -0.07 ( 67)  -0.75 ( 88) | -0.26 ( 74)  -0.01 ( 70)  -0.12 (144) |
ABOUSLEIMAN Leila - CHAMMAA Iman                       |  140  -0.85 | -0.31  -0.53 | -0.28 ( 56)  -0.71 ( 83) | -0.29 ( 29)  -0.26 ( 27) | -0.17 ( 42)  -0.11 ( 41)  -0.57 ( 83) |
VENETAKI Athina - GEORGIOU Anna                        |  240  -0.90 | -0.74  -0.17 | -0.26 (111)  -0.09 (129) | -0.82 ( 60)   0.40 ( 51) |  0.03 ( 61)  -0.01 ( 68)  -0.09 (129) |
PATRICK Daphne - GARDNER Betty                         |  240  -1.12 | -0.33  -0.80 | -0.88 (113)  -0.74 (125) | -0.88 ( 56)  -0.89 ( 57) | -0.50 ( 65)  -0.19 ( 60)  -0.38 (125) |
RAGI Daad - CHAMMAA Iman                               |  160  -1.29 | -0.94  -0.35 | -0.55 ( 77)  -0.16 ( 83) | -0.32 ( 40)  -0.79 ( 37) |  0.28 ( 52)   0.12 ( 31)  -0.39 ( 83) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No.   IMPs |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
RAHELT Maria Marit - KLEMMENSEN Christina              |   20  -0.40 | -1.12   0.72 |  0.73 (  7)   0.72 ( 13) |  2.50 (  4)  -1.63 (  3) | -1.27 (  6)   1.38 (  7)   0.57 ( 13) |
RAGI Daad - KOTEIT Eva                                 |  100  -0.44 | -0.04  -0.40 | -0.87 ( 47)   0.02 ( 53) | -0.98 ( 19)  -0.80 ( 28) | -0.00 ( 31)   0.05 ( 22)  -0.00 ( 53) |
RAGI Daad - NAMOUR Marella                             |   20  -2.35 | -1.69  -0.66 | -0.63 ( 13)  -0.70 (  7) |  0.01 (  8)  -1.66 (  5) |  0.08 (  3)   0.12 (  4)  -0.80 (  7) |

