Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Dr. Thorsten Upmann - Kerstin Sosnowski;286;-0,29;-0,21;-0,08;-0,05;122;  -0,10;162;-0,00;61;-0,10;61;
Martin Cantor - Sabine Melcher;192;-0,61;-0,18;-0,43;-1,02;93;  0,13;98;-0,44;50;-1,68;43;
Dr. Siegfried Kokoschka - Dr. Dieter Raetz;192;-0,72;-0,66;-0,06;-0,04;114;  -0,09;77;0,27;52;-0,31;62;
Aurelia Fischer - Bronislaw Schiff;112;-1,05;-0,54;-0,51;-0,39;50;  -0,60;62;-0,45;27;-0,32;23;

Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;
Hans-Jürgen Riedel - Lutz Narajek;16;0,80;-0,25;1,05;-0,34;6;  1,87;10;-1,57;4;2,14;2;
Michael Pauly - Werner Kühn;32;0,80;0,64;0,15;0,00;18;  0,35;14;0,08;12;-0,16;6;
Henning Bohnsack - Bernd Donner;64;0,51;-0,04;0,55;0,50;32;  0,59;32;0,66;16;0,34;16;
Hans-Jürgen Lübbe - Sabine Melcher;32;0,36;1,36;-1,00;-1,31;16;  -0,69;16;-1,45;8;-1,18;8;
Martin Stoszek - Michael Pauly;32;0,27;0,06;0,21;0,38;16;  0,03;16;-0,03;9;0,92;7;
Bernd Donner - Yevgeniya Khanukova;64;0,19;-0,01;0,20;1,21;18;  -0,20;46;1,95;9;0,48;9;
Andreas Bollhorst - Sabine Melcher;64;0,17;-0,22;0,38;0,21;32;  0,56;32;-0,05;18;0,54;14;
Martin Stoszek - Werner Kühn;32;0,14;0,45;-0,31;-0,68;17;  0,12;15;-0,82;10;-0,48;7;
Ralph Wickert - Bernd Donner;64;-0,02;0,02;-0,03;-0,07;33;  -0,00;31;0,23;24;-0,85;9;
Malgorzata Schröder - Michael Schröder;32;-0,12;0,27;-0,38;-0,10;19;  -0,86;12;-0,32;10;0,14;9;
Henning Bohnsack - Volkan Denizci;64;-0,36;-0,61;0,25;0,37;38;  0,07;26;0,22;20;0,55;18;
Lutz Narajek - Antje Berghaus;16;-0,59;-0,46;-0,12;0,31;12;  -1,43;4;-0,25;8;1,44;4;
Volkan Denizci - Yevgeniya Khanukova;64;-1,02;-0,68;-0,34;-0,48;33;  -0,20;31;-0,91;15;-0,11;18;
Keith Brundage - Bharat Gurbaxani;48;-1,27;-0,60;-0,66;-0,82;23;  -0,60;22;-0,07;13;-1,78;10;
Helga Stoermer - Antje Berghaus;16;-2,08;-0,54;-1,53;-2,41;8;  -0,66;8;-3,03;3;-2,03;5;

