                                                       |             |              |           Play           |        Declaring         |                Defending              |
AMANO Ayako - SEKIZAWA Miho                            |  240  -0.10 | -0.19   0.09 |  0.18 (131)  -0.01 (107) |  0.25 ( 56)   0.13 ( 75) |  0.28 ( 44)   0.08 ( 63)  -0.17 (107) |
NOGUEIRA Heloisa - ASSUMPCAO Ana Maria                 |  240  -0.13 | -0.40   0.26 |  0.54 (112)   0.02 (126) |  0.56 ( 32)   0.53 ( 80) | -0.18 ( 64)  -0.00 ( 62)   0.12 (126) |
DARYANANI Padma - PACHECO Morella                      |  208  -0.14 |  0.15  -0.29 | -0.45 (100)  -0.16 (106) |  0.16 ( 45)  -0.94 ( 55) |  0.06 ( 47)   0.01 ( 59)  -0.19 (106) |
TULLY Therese - LUSK Sue                               |  240  -0.19 | -0.08  -0.11 |  0.29 (127)  -0.56 (111) |  0.07 ( 58)   0.47 ( 69) | -0.33 ( 54)   0.29 ( 57)  -0.55 (111) |
AGHA Rubina - ALI Abida Nazar                          |  256  -0.22 |  0.04  -0.26 |  0.03 (115)  -0.51 (140) |  0.17 ( 70)  -0.18 ( 45) | -0.01 ( 69)  -0.02 ( 71)  -0.49 (140) |
OLIVEIRA Anabella - RAMALHO Teresa                     |  224  -0.23 |  0.03  -0.26 | -0.11 (104)  -0.39 (119) | -0.31 ( 56)   0.11 ( 48) | -0.30 ( 73)  -0.24 ( 46)  -0.11 (119) |
MOUSSA Nada - SARWAT Safeya (Sophie)                   |  144  -0.24 | -0.07  -0.17 | -0.16 ( 74)  -0.18 ( 70) |  0.39 ( 38)  -0.74 ( 36) |  0.14 ( 39)  -0.06 ( 31)  -0.23 ( 70) |
GUERRAOUI Farida - HACHIMI Hayet                       |  256  -0.26 | -0.14  -0.12 | -0.02 (114)  -0.20 (140) | -0.08 ( 77)   0.10 ( 37) | -0.43 ( 68)  -0.21 ( 72)   0.12 (140) |
BOLDT Silvia Elena - IRIBARREN Gloria                  |  224  -0.27 | -0.06  -0.21 |  0.02 (112)  -0.44 (110) | -0.07 ( 32)   0.05 ( 80) | -0.07 ( 61)  -0.29 ( 49)  -0.28 (110) |
TADEU Ana - LIMA Paula                                 |  224  -0.27 |  0.03  -0.30 | -0.44 (118)  -0.15 (103) | -0.24 ( 58)  -0.64 ( 60) |  0.21 ( 54)  -0.23 ( 49)  -0.15 (103) |
VAN ZWOL Wietske - HOOGWEG Femke                       |  208  -0.29 | -0.08  -0.22 |  0.31 ( 99)  -0.71 (106) | -0.16 ( 27)   0.49 ( 72) | -0.41 ( 60)  -0.09 ( 46)  -0.44 (106) |
LLOYD Tania - McLEISH Paula                            |  240  -0.31 | -0.35   0.04 | -0.40 (121)   0.50 (117) | -0.63 ( 64)  -0.13 ( 57) |  0.11 ( 54)   0.13 ( 63)   0.38 (117) |
BELRHITI ALAOUI Khadija - SEBTI Noufissa               |  208  -0.31 | -0.18  -0.13 | -0.10 ( 93)  -0.15 (114) | -0.39 ( 41)   0.12 ( 52) | -0.00 ( 67)   0.31 ( 47)  -0.28 (114) |
MACHADO Marta C. Cruz - MANDELOT Agota                 |  240  -0.32 | -0.43   0.11 |  0.23 (132)  -0.03 (107) |  0.30 ( 80)   0.12 ( 52) | -0.15 ( 56)   0.40 ( 51)  -0.14 (107) |
COSTA Delia - ALONSO Ana Maria De                      |  208  -0.32 | -0.17  -0.15 | -0.04 (105)  -0.26 (101) | -1.09 ( 40)   0.60 ( 65) |  0.07 ( 51)  -0.17 ( 50)  -0.20 (101) |
SMART Diana - BEALE Felicity                           |  208  -0.33 | -0.09  -0.24 | -0.21 ( 84)  -0.26 (124) | -0.44 ( 38)  -0.03 ( 46) | -0.21 ( 50)  -0.33 ( 74)   0.03 (124) |
ALEGRE Eleonora - HERRERA Florencia                    |  240  -0.33 |  0.06  -0.39 | -0.07 (119)  -0.71 (121) | -0.05 ( 64)  -0.09 ( 55) |  0.04 ( 64)  -0.63 ( 57)  -0.43 (121) |
SONAWALA Indira - CHOTHIA Feroza                       |  240  -0.33 | -0.33  -0.00 |  0.15 (104)  -0.13 (135) |  0.89 ( 44)  -0.39 ( 60) | -0.52 ( 64)  -0.03 ( 71)   0.14 (135) |
CLINTON Barb - EATON Joan                              |  208  -0.34 | -0.17  -0.17 | -0.20 (105)  -0.15 (101) | -0.64 ( 51)   0.22 ( 54) |  0.22 ( 47)  -0.27 ( 54)  -0.10 (101) |
TAN Yoke Lan - SEET Choon Cheng                        |  224  -0.36 | -0.15  -0.20 |  0.12 (111)  -0.53 (112) |  0.34 ( 46)  -0.03 ( 65) |  0.37 ( 48)  -0.10 ( 64)  -0.63 (112) |
SMITH Ivy - HIRSCHAUT Fida                             |  224  -0.38 | -0.42   0.05 | -0.04 (116)   0.14 (107) |  0.03 ( 68)  -0.13 ( 48) | -0.04 ( 49)   0.15 ( 58)   0.08 (107) |
WATTAR Nada - HAMDY Nessrine                           |  272  -0.40 | -0.53   0.13 |  0.05 (146)   0.22 (124) | -0.12 ( 67)   0.19 ( 79) |  0.04 ( 59)   0.01 ( 65)   0.20 (124) |
AZWER Zeenat - SAIGOL Rehana                           |  224  -0.41 | -0.25  -0.16 | -0.03 (122)  -0.32 (102) |  0.22 ( 65)  -0.32 ( 57) |  0.17 ( 48)  -0.86 ( 54)   0.05 (102) |
SHIMAMURA Kyoko - FUKUDA Shoko                         |  208  -0.49 | -0.13  -0.35 | -0.28 ( 98)  -0.42 (109) | -0.59 ( 56)   0.13 ( 42) |  0.22 ( 61)  -0.40 ( 48)  -0.37 (109) |
HORSMAN Eileen - RICHARDSON Carol                      |  176  -0.49 | -0.56   0.07 |  0.20 ( 74)  -0.03 (100) | -0.01 ( 33)   0.37 ( 41) |  0.25 ( 57)  -0.03 ( 43)  -0.16 (100) |
FORSBERG Catharina - GRONKVIST Maria                   |  192  -0.49 | -0.44  -0.05 |  0.18 ( 81)  -0.22 (109) |  0.16 ( 35)   0.20 ( 46) | -0.03 ( 53)  -0.05 ( 56)  -0.18 (109) |
BOKHARI Shirin - RASHID Samia                          |  192  -0.56 | -0.04  -0.51 | -0.66 (100)  -0.36 ( 89) | -0.71 ( 41)  -0.64 ( 59) | -0.28 ( 38)  -0.06 ( 51)  -0.21 ( 89) |
SMEDEREVAC Jovanka - ERHART Maria                      |  144  -0.58 | -0.43  -0.15 |  0.06 ( 78)  -0.40 ( 66) |  0.11 ( 39)   0.01 ( 39) | -0.35 ( 30)  -0.27 ( 36)  -0.10 ( 66) |
SICKA Bimal - SAIN Aparna                              |  208  -0.62 | -0.61  -0.01 | -0.02 ( 97)   0.00 (108) |  0.27 ( 75)  -1.01 ( 22) | -0.19 ( 41)  -0.09 ( 67)   0.13 (108) |
ZULLIAN Teresa Loschi de - BETTINI Maria Grazia        |  224  -0.63 | -0.06  -0.57 | -0.48 (122)  -0.68 (101) | -0.42 ( 48)  -0.52 ( 74) | -0.26 ( 39)  -0.08 ( 62)  -0.53 (101) |
LAKHANI Geeta - RAYTHATHA Ameeta                       |  224  -0.66 | -0.53  -0.12 | -0.24 (107)  -0.02 (115) | -0.49 ( 65)   0.15 ( 42) | -0.05 ( 66)   0.50 ( 49)  -0.21 (115) |
ENDO Kimiko - LAM Ze Ying                              |  224  -0.89 | -0.45  -0.44 | -0.61 (123)  -0.24 ( 98) | -0.49 ( 56)  -0.71 ( 67) |  0.21 ( 47)  -0.20 ( 51)  -0.24 ( 98) |
KABBAJ Leila - OHANA Marie-Claire                      |  160  -0.98 | -0.23  -0.75 | -0.75 ( 84)  -0.78 ( 72) | -1.01 ( 29)  -0.61 ( 55) | -0.57 ( 44)  -0.41 ( 28)  -0.27 ( 72) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No. Butler |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
KHOURI Maud - SARWAT Safeya (Sophie)                   |   16   0.50 |  0.00   0.50 |  1.85 (  6)  -0.31 ( 10) |  2.20 (  5)   0.10 (  1) |  0.64 (  4)  -0.03 (  6)  -0.55 ( 10) |
KHOURI Maud - MOUSSA Nada                              |   32   0.41 |  0.74  -0.34 | -1.60 ( 14)   0.65 ( 18) |  0.21 (  6)  -2.96 (  8) |  0.19 (  7)   0.37 ( 11)   0.35 ( 18) |
GUERRAOUI Farida - KABBAJ Leila                        |   16  -0.19 |  0.14  -0.32 |  1.80 (  4)  -1.03 ( 12) |  2.50 (  2)   1.11 (  2) | -0.41 (  8)  -0.32 (  4)  -0.66 ( 12) |
BELRHITI ALAOUI Khadija - OHANA Marie-Claire           |   32  -0.91 |  0.31  -1.22 | -1.03 ( 17)  -1.43 ( 15) | -0.37 ( 10)  -1.98 (  7) | -1.60 (  5)   0.07 ( 10)  -0.94 ( 15) |
HIRSCHAUT Fida - PACHECO Morella                       |   16  -1.13 | -0.37  -0.76 |  0.58 (  7)  -1.80 (  9) |  1.14 (  4)  -0.17 (  3) | -2.39 (  5)   0.07 (  4)  -0.50 (  9) |

