                                                       |             |              |           Play           |        Declaring         |                Defending              |
BOURKE Margaret - LUSK Sue                             |  224   0.08 |  0.07   0.01 | -0.13 (121)   0.17 (103) |  0.15 ( 71)  -0.53 ( 50) | -0.08 ( 56)   0.26 ( 47)   0.10 (103) |
ACAR Asli - KURANOGLU Serap                            |  256   0.07 |  0.29  -0.23 | -0.11 (119)  -0.33 (137) | -0.18 ( 68)  -0.02 ( 51) | -0.07 ( 55)  -0.19 ( 82)  -0.18 (137) |
SUMMERS-CALEY Sylvia - CIMON Francine                  |  224   0.05 |  0.27  -0.21 | -0.23 (119)  -0.19 (105) | -0.23 ( 51)  -0.23 ( 68) | -0.37 ( 55)  -0.11 ( 50)   0.06 (105) |
DHONDY Heather - SENIOR Nevena                         |  240   0.03 |  0.09  -0.06 |  0.10 (127)  -0.25 (112) |  0.15 ( 52)   0.07 ( 75) | -0.18 ( 58)  -0.21 ( 54)  -0.06 (112) |
TUEJE Julita Grace - BOJOH Lusje Olha                  |  255  -0.01 | -0.05   0.05 | -0.05 (131)   0.15 (124) | -0.04 ( 66)  -0.06 ( 65) | -0.18 ( 65)   0.10 ( 59)   0.19 (124) |
DJUROVIC Nevena - HAVAS Elizabeth                      |  224  -0.01 |  0.06  -0.07 |  0.08 (112)  -0.22 (112) |  0.45 ( 53)  -0.25 ( 59) | -0.37 ( 44)   0.04 ( 68)  -0.10 (112) |
NISHIDA Natsuko - OHNO Michiko                         |  240  -0.05 |  0.06  -0.11 | -0.49 (124)   0.29 (116) | -0.40 ( 66)  -0.59 ( 58) |  0.01 ( 58)   0.12 ( 58)   0.23 (116) |
DE GUZMAN Mary Cristy Ann - ENCONTRO Mylene            |  224  -0.06 | -0.05  -0.02 | -0.07 (107)   0.03 (117) | -0.28 ( 55)   0.16 ( 52) |  0.06 ( 56)   0.11 ( 61)  -0.06 (117) |
SMALINSKY Ana Lia - ELKIN Irene                        |  208  -0.08 |  0.05  -0.13 | -0.01 ( 99)  -0.23 (108) | -0.20 ( 40)   0.12 ( 59) | -0.06 ( 50)  -0.33 ( 58)  -0.03 (108) |
WILKINSON Jenny - NEWTON Shirley                       |  239  -0.12 | -0.17   0.05 |  0.06 (109)   0.04 (130) |  0.17 ( 60)  -0.08 ( 49) |  0.08 ( 64)   0.20 ( 66)  -0.10 (130) |
BERTHEAU Kathrine - LARSSON Jessica                    |  223  -0.17 | -0.28   0.11 |  0.21 (115)   0.01 (108) |  0.33 ( 66)   0.04 ( 49) |  0.06 ( 58)  -0.25 ( 50)   0.09 (108) |
TAN Gemma - GALLEGO Tina J. Del                        |  224  -0.17 | -0.19   0.02 | -0.28 (102)   0.27 (122) | -0.47 ( 54)  -0.07 ( 48) |  0.23 ( 65)   0.00 ( 57)   0.15 (122) |
SUMAMPOUW Conny - ANDHANI Rury                         |  143  -0.18 | -0.39   0.21 |  0.06 ( 71)   0.36 ( 72) | -0.11 ( 30)   0.19 ( 41) | -0.05 ( 35)  -0.07 ( 37)   0.42 ( 72) |
MANDELOT Agota - NOGUEIRA Heloisa                      |  176  -0.19 | -0.20   0.01 |  0.20 ( 84)  -0.17 ( 92) |  0.33 ( 44)   0.06 ( 40) |  0.12 ( 42)   0.22 ( 50)  -0.35 ( 92) |
WATTAR Nada - KHOURI Maud                              |  256  -0.21 | -0.14  -0.07 |  0.07 (133)  -0.23 (123) |  0.28 ( 73)  -0.18 ( 60) | -0.11 ( 69)   0.03 ( 54)  -0.18 (123) |
DAVID Paula - DE MELLO Sylvia Figueira                 |  240  -0.24 | -0.07  -0.17 | -0.29 (133)  -0.01 (107) | -0.26 ( 83)  -0.34 ( 50) |  0.12 ( 50)  -0.08 ( 57)  -0.02 (107) |
AZWER Zeenat - AGHA Rubina                             |  256  -0.26 | -0.26   0.00 | -0.02 (134)   0.03 (121) |  0.22 ( 77)  -0.34 ( 57) |  0.03 ( 73)  -0.11 ( 48)   0.05 (121) |
CARTNER Linda - PALMER Glenis                          |  192  -0.26 |  0.09  -0.35 | -0.03 ( 91)  -0.64 (101) | -0.34 ( 48)   0.32 ( 43) | -0.18 ( 58)  -0.61 ( 43)  -0.28 (101) |
THORPE Catherine (Katie) - DEMME Ina                   |  224  -0.27 | -0.26  -0.02 |  0.26 (100)  -0.24 (124) |  0.21 ( 49)   0.31 ( 51) |  0.05 ( 69)   0.36 ( 55)  -0.43 (124) |
ESPINOSA-PAZ Maria Jose - PREVIDE Maria Cecilia        |  223  -0.31 | -0.33   0.02 |  0.20 (116)  -0.16 (106) |  0.48 ( 65)  -0.16 ( 51) | -0.14 ( 43)   0.01 ( 63)  -0.11 (106) |
GOLAN Erica - MODLIN Merle                             |  223  -0.33 | -0.08  -0.24 | -0.27 (110)  -0.21 (112) | -0.23 ( 52)  -0.31 ( 58) |  0.12 ( 70)  -0.03 ( 42)  -0.28 (112) |
CORMACK Jan - ALABASTER Jan                            |  239  -0.36 | -0.18  -0.17 | -0.27 (124)  -0.07 (114) | -0.95 ( 58)   0.33 ( 66) | -0.52 ( 51)   0.09 ( 63)   0.11 (114) |
BOKHARI Roshan Ara - DOSSA Qudsia                      |  208  -0.43 | -0.45   0.02 |  0.40 (107)  -0.39 (100) |  0.13 ( 53)   0.67 ( 54) | -0.10 ( 55)  -0.68 ( 45)  -0.03 (100) |
FABBRICATORE Sophie - GARCIA Anne                      |  224  -0.46 | -0.17  -0.30 | -0.25 (117)  -0.35 (106) |  0.07 ( 60)  -0.59 ( 57) |  0.25 ( 64)   0.10 ( 42)  -0.54 (106) |
THIRION Christiane - BISTOQUET Chantal                 |  224  -0.52 | -0.01  -0.51 | -0.59 (119)  -0.42 (105) | -0.80 ( 59)  -0.38 ( 60) | -0.19 ( 40)   0.28 ( 65)  -0.51 (105) |
ZHANG Yu - FENG Xuefeng                                |  176  -0.56 | -0.58   0.02 |  0.36 ( 94)  -0.38 ( 81) |  0.29 ( 51)   0.45 ( 43) | -0.19 ( 39)  -0.11 ( 42)  -0.23 ( 81) |
TRAVIS Barbara - GINSBERG Candice                      |  224  -0.60 | -0.48  -0.12 | -0.03 ( 96)  -0.19 (128) |  0.03 ( 57)  -0.12 ( 39) | -0.20 ( 70)  -0.34 ( 58)   0.08 (128) |
SURANA Asha - BHATNAGAR DEVI MUTHU                     |  128  -0.60 | -0.45  -0.15 | -0.24 ( 56)  -0.08 ( 72) | -0.91 ( 30)   0.54 ( 26) | -0.55 ( 23)   0.07 ( 49)   0.05 ( 72) |
CHILD Christine - ROSSLEE Diana                        |  224  -0.62 | -0.37  -0.24 | -0.07 ( 84)  -0.35 (140) |  0.07 ( 49)  -0.27 ( 35) | -0.42 ( 74)  -0.41 ( 66)   0.07 (140) |
TISLEVOLL Faith - EGAN Victoria                        |  224  -0.62 | -0.42  -0.19 |  0.08 (118)  -0.50 (106) |  0.49 ( 61)  -0.36 ( 57) | -0.21 ( 51)  -0.01 ( 55)  -0.39 (106) |
SINGLA Sneh Lata - BAKSHI Meera                        |  208  -0.63 | -0.25  -0.38 | -0.42 (108)  -0.34 ( 99) |  0.09 ( 63)  -1.13 ( 45) | -0.34 ( 44)   0.23 ( 55)  -0.31 ( 99) |
BERNSTEIN Roz - SANDLER Ghita                          |  224  -0.64 | -0.26  -0.38 | -0.38 (120)  -0.38 (104) | -0.16 ( 65)  -0.64 ( 55) |  0.02 ( 49)  -0.26 ( 55)  -0.25 (104) |
AUDICHE Christina - HOMSY Marguerite                   |  176  -0.80 | -0.58  -0.22 | -0.16 ( 90)  -0.28 ( 86) | -0.95 ( 16)   0.01 ( 74) | -0.13 ( 72)  -0.13 ( 14)  -0.15 ( 86) |
BAKUL SHAH Vasanti - KSHIRSAGAR Alka                   |  271  -0.89 | -0.45  -0.44 | -0.40 (137)  -0.49 (133) | -0.62 ( 88)   0.01 ( 49) | -0.13 ( 78)   0.06 ( 55)  -0.43 (133) |
SOLIMAN Hoda - PHILIPPE PASCAL Catherine               |  176  -0.96 | -0.45  -0.52 | -0.60 ( 79)  -0.45 ( 97) | -0.60 ( 39)  -0.61 ( 40) |  0.02 ( 55)  -0.21 ( 42)  -0.37 ( 97) |
HAI Rubina Saeed - RAZA Fatima                         |  208  -1.10 | -0.25  -0.85 | -0.78 ( 97)  -0.91 (111) | -0.36 ( 54)  -1.31 ( 43) | -0.17 ( 51)  -0.40 ( 60)  -0.62 (111) |
BRINGOLD Solange - CASSIN Jacqueline                   |  224  -1.42 | -0.79  -0.63 | -0.61 ( 91)  -0.64 (133) | -0.79 ( 44)  -0.45 ( 47) |  0.04 ( 61)   0.01 ( 72)  -0.67 (133) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No.   IMPs |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
SOLIMAN Hoda - HOMSY Marguerite                        |   48  -0.20 |  0.21  -0.41 | -0.74 ( 20)  -0.18 ( 28) |  0.49 (  5)  -1.15 ( 15) |  0.10 ( 23)  -0.27 (  5)  -0.21 ( 28) |
SINGLA Sneh Lata - SURANA Asha                         |   16  -0.45 | -1.00   0.55 |  1.02 ( 10)  -0.24 (  6) |  1.06 (  3)   1.01 (  7) |     - (  0)  -0.08 (  6)  -0.16 (  6) |
HOMSY Marguerite - KHOURI Maud                         |   16  -1.00 | -0.73  -0.26 | -0.71 ( 12)   1.07 (  4) |  1.62 (  5)  -2.37 (  7) |  0.00 (  1)   0.00 (  3)   1.07 (  4) |
SURANA Asha - BAKSHI Meera                             |   16  -1.16 |  0.34  -1.50 | -1.10 (  6)  -1.74 ( 10) | -2.14 (  4)   0.98 (  2) | -0.94 (  4)  -1.19 (  6)  -0.65 ( 10) |
SURANA Asha - NARULA Asha                              |   16  -2.06 | -1.69  -0.37 | -0.56 ( 10)  -0.06 (  6) |  0.14 (  1)  -0.64 (  9) |  0.05 (  3)   0.00 (  3)  -0.08 (  6) |
SINGLA Sneh Lata - NARULA Asha                         |   16  -2.50 | -2.30  -0.20 | -0.20 (  8)  -0.20 (  8) | -0.43 (  3)  -0.06 (  5) |  0.04 (  4)   0.05 (  4)  -0.25 (  8) |

