                                                       |             |              |           Play           |        Declaring         |                Defending              |
SADEK Tarek - EL AHMADY Waleed                         |  288  -0.06 | -0.14   0.08 |  0.04 (127)   0.11 (161) | -0.29 ( 64)   0.38 ( 63) |  0.02 ( 74)  -0.06 ( 87)   0.13 (161) |
SMITH Jeff - ZALUSKI John                              |  224  -0.10 | -0.27   0.16 |  0.06 (130)   0.30 ( 94) |  0.27 ( 66)  -0.15 ( 64) | -0.20 ( 43)   0.18 ( 51)   0.30 ( 94) |
JASSEM Piotr - MARTENS Krzysztof                       |  224  -0.10 | -0.15   0.05 |  0.05 (118)   0.05 (105) |  0.10 ( 59)  -0.01 ( 59) | -0.06 ( 54)   0.40 ( 51)  -0.11 (105) |
BRENNER Diego - FIGUEIREDO Mauricio                    |  224  -0.12 |  0.26  -0.38 | -0.60 (127)  -0.10 ( 96) | -0.54 ( 64)  -0.67 ( 63) | -0.21 ( 54)   0.24 ( 42)  -0.09 ( 96) |
BERTHEAU Peter - NYSTROM Fredrik                       |  256  -0.12 |  0.02  -0.14 | -0.19 (119)  -0.10 (136) | -0.19 ( 63)  -0.19 ( 56) |  0.18 ( 74)   0.10 ( 62)  -0.24 (136) |
ROY Kamal Kumar - SADHU Aloke                          |  224  -0.13 | -0.19   0.07 | -0.06 (108)   0.18 (116) | -0.51 ( 48)   0.31 ( 60) | -0.04 ( 56)  -0.22 ( 60)   0.31 (116) |
CHMURSKI Bartosz - GAWRYS Piotr                        |  240  -0.13 |  0.06  -0.19 | -0.09 (118)  -0.29 (122) |  0.01 ( 56)  -0.18 ( 62) |  0.06 ( 53)   0.03 ( 69)  -0.34 (122) |
GOEL Ashok Kumar - MUKHERJEE Kamal Krishna             |  224  -0.13 |  0.02  -0.16 |  0.10 ( 96)  -0.35 (127) | -0.25 ( 49)   0.46 ( 47) |  0.11 ( 70)   0.04 ( 57)  -0.43 (127) |
SUN Shaolin - WANG Xiaojing                            |  208  -0.14 | -0.28   0.14 | -0.43 ( 96)   0.63 (111) | -0.15 ( 57)  -0.83 ( 39) |  0.13 ( 52)   0.15 ( 59)   0.49 (111) |
SHEN Chih-Kuo - SHIH Juei-Yu                           |  112  -0.15 | -0.01  -0.14 | -0.04 ( 52)  -0.23 ( 59) |  0.01 ( 22)  -0.08 ( 30) | -0.11 ( 26)  -0.23 ( 33)  -0.05 ( 59) |
CLARKE David - HART Trevor                             |  128  -0.17 |  0.12  -0.29 |  0.00 ( 55)  -0.51 ( 73) | -0.10 ( 32)   0.14 ( 23) |  0.53 ( 40)   0.06 ( 33)  -0.82 ( 73) |
GOWER Craig - APTEKER Alon                             |  192  -0.23 | -0.24   0.00 | -0.10 (106)   0.14 ( 86) |  0.66 ( 56)  -0.95 ( 50) |  0.35 ( 50)   0.09 ( 36)  -0.11 ( 86) |
LAMBARDI Pablo - PALAZZO Luis                          |  256  -0.25 | -0.22  -0.02 |  0.14 (128)  -0.19 (128) |  0.20 ( 65)   0.09 ( 63) |  0.11 ( 56)  -0.07 ( 72)  -0.20 (128) |
SAMIR Ahmed - AMIRY Reda                               |  192  -0.26 | -0.16  -0.10 |  0.17 ( 96)  -0.37 ( 96) |  0.15 ( 51)   0.20 ( 45) | -0.00 ( 49)   0.33 ( 47)  -0.53 ( 96) |
WU Ching-Hsiang - CHEN Chuan-Cheng                     |  256  -0.26 | -0.27   0.02 |  0.52 (132)  -0.52 (124) |  0.94 ( 54)   0.23 ( 78) |  0.17 ( 67)  -0.48 ( 57)  -0.39 (124) |
HANLON Tom - McGANN Hugh                               |  240  -0.31 |  0.17  -0.47 | -0.49 (122)  -0.46 (116) | -0.19 ( 68)  -0.87 ( 54) | -0.18 ( 52)  -0.27 ( 64)  -0.23 (116) |
THOMA Marcos - BRUM Paulo Roberto                      |  112  -0.40 |  0.05  -0.45 | -0.43 ( 56)  -0.47 ( 56) | -0.32 ( 27)  -0.54 ( 29) |  0.05 ( 33)  -0.13 ( 23)  -0.44 ( 56) |
STOUT Graeme - MILLER Jeff                             |  224  -0.42 | -0.34  -0.07 | -0.23 (117)   0.09 (106) | -0.68 ( 56)   0.19 ( 61) |  0.12 ( 49)   0.14 ( 57)  -0.04 (106) |
KUSHARI Pritish - ROY Debashish                        |  208  -0.46 | -0.41  -0.05 | -0.34 (115)   0.31 ( 92) | -0.24 ( 61)  -0.44 ( 54) | -0.05 ( 45)  -0.03 ( 47)   0.36 ( 92) |
FRUKACZ Waldemar - KLIMOWICZ Piotr                     |  240  -0.55 | -0.41  -0.14 |  0.21 (134)  -0.57 (105) |  0.05 ( 80)   0.44 ( 54) |  0.13 ( 49)  -0.20 ( 56)  -0.53 (105) |
HAMMAN Bob - LALL Hemant                               |  176  -0.61 | -0.42  -0.18 | -0.12 ( 83)  -0.24 ( 93) |  0.05 ( 44)  -0.31 ( 39) |  0.03 ( 46)  -0.06 ( 47)  -0.23 ( 93) |
ALLANA Abdul Rehman - FAZLI Jane Alam                  |  240  -0.64 | -0.44  -0.20 | -0.15 (107)  -0.24 (131) |  0.08 ( 56)  -0.40 ( 51) |  0.05 ( 62)  -0.28 ( 69)  -0.12 (131) |
GRANT Alan - KER Anthony                               |  208  -0.64 | -0.46  -0.18 |  0.04 ( 85)  -0.34 (122) |  0.27 ( 45)  -0.22 ( 40) | -0.14 ( 56)  -0.06 ( 66)  -0.24 (122) |
HART Trevor - MAPP Roger                               |  112  -0.74 | -0.21  -0.53 |  0.00 ( 60)  -1.15 ( 52) | -0.58 ( 25)   0.42 ( 35) | -0.26 ( 19)  -0.10 ( 33)  -0.99 ( 52) |
FERGANI Kamel - L'ECUYER Nicolas                       |  208  -0.77 | -0.38  -0.40 | -0.78 (113)   0.06 ( 94) | -0.81 ( 48)  -0.77 ( 65) | -0.37 ( 41)  -0.13 ( 53)   0.30 ( 94) |
SEEPERSAD Mohan - PERSAD Bobby                         |  128  -0.90 | -0.57  -0.33 |  0.08 ( 67)  -0.78 ( 61) |  0.54 ( 45)  -0.87 ( 22) | -0.42 ( 25)  -0.49 ( 36)  -0.32 ( 61) |
VIEIRA Roger - CLARKE David                            |  112  -1.17 | -0.58  -0.59 | -0.72 ( 49)  -0.49 ( 62) | -1.32 ( 21)  -0.27 ( 28) | -0.14 ( 33)   0.08 ( 29)  -0.45 ( 62) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No. Butler |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
SHIH Juei-Yu - YEH Chen                                |   16   2.94 |  2.27   0.67 |  0.49 (  7)   0.81 (  9) | -0.97 (  6)   9.21 (  1) |  0.66 (  6)  -0.18 (  3)   0.44 (  9) |
SHEN Chih-Kuo - CHEN Chuan-Cheng                       |   16   1.31 |  0.45   0.86 |  0.85 (  7)   0.87 (  9) |  0.76 (  3)   0.91 (  4) | -0.08 (  3)   1.02 (  6)   0.22 (  9) |
YANG Hsin-Lung - CHEN Chuan-Cheng                      |   16   1.06 | -0.08   1.14 |  1.11 ( 11)   1.51 (  4) |  0.63 (  7)   1.95 (  4) |  1.74 (  4)      - (  0)  -0.23 (  4) |
SHEN Chih-Kuo - YANG Hsin-Lung                         |   16   1.00 |  0.34   0.66 |  1.40 (  8)  -0.07 (  8) |  0.92 (  4)   1.89 (  4) |  0.28 (  5)   0.01 (  3)  -0.26 (  8) |
SEEPERSAD Mohan - MAPP Roger                           |   96   0.00 |  0.38  -0.38 | -0.04 ( 50)  -0.75 ( 46) |  0.62 ( 27)  -0.80 ( 23) | -0.07 ( 21)  -0.49 ( 25)  -0.46 ( 46) |
CLARKE David - MAPP Roger                              |   16  -0.06 | -0.07   0.01 |  0.13 (  7)  -0.09 (  9) |  0.25 (  6)  -0.56 (  1) | -0.03 (  5)  -0.08 (  4)  -0.03 (  9) |
UMAN Horacio - LAMBARDI Pablo                          |   48  -0.21 | -0.37   0.16 |  0.61 ( 24)  -0.29 ( 24) |  0.43 ( 10)   0.74 ( 14) |  0.42 (  9)  -0.16 ( 15)  -0.34 ( 24) |
VIEIRA Roger - MAPP Roger                              |   48  -0.54 | -0.02  -0.52 | -0.87 ( 28)  -0.04 ( 20) | -1.39 ( 16)  -0.18 ( 12) |  0.15 ( 10)  -0.36 ( 10)   0.07 ( 20) |
LAMBARDI Pablo - NOGUERA Anibal Gonzalez               |   32  -0.56 |  0.62  -1.18 | -0.09 ( 17)  -2.58 ( 14) | -0.21 (  5)  -0.04 ( 12) | -0.79 (  6)  -2.58 (  8)  -0.77 ( 14) |
SHEN Chih-Kuo - YEH Chen                               |   96  -0.96 | -0.69  -0.27 | -0.06 ( 45)  -0.47 ( 49) |  0.13 ( 26)  -0.31 ( 19) | -0.12 ( 23)  -0.06 ( 26)  -0.38 ( 49) |
VIEIRA Roger - HART Trevor                             |   16  -1.19 | -0.21  -0.98 | -0.90 (  6)  -1.03 ( 10) | -0.58 (  4)  -1.53 (  2) |  0.02 (  6)   0.00 (  4)  -1.04 ( 10) |
WATULINGAS Giovanni - GEORGE Julius Anthonius          |   16  -1.69 | -1.27  -0.42 | -0.65 (  9)  -0.13 (  6) |  0.00 (  4)  -1.17 (  5) | -0.71 (  3)   0.00 (  3)   0.22 (  6) |
ROY Kamal Kumar - KUSHARI Pritish                      |   16  -2.00 | -0.25  -1.75 | -2.30 (  5)  -1.50 ( 11) | -2.30 (  5)      - (  0) | -0.20 (  6)   0.01 (  5)  -1.40 ( 11) |
MAPP Roger - PERSAD Bobby                              |   16  -2.38 | -1.89  -0.49 | -1.46 (  7)   0.30 (  8) | -0.02 (  3)  -2.54 (  4) | -0.40 (  5)  -0.09 (  3)   0.58 (  8) |

