                                                       |             |              |           Play           |        Declaring         |                Defending              |
WATERLOW Tony - HACKETT Paul D                         |  240   0.33 |  0.13   0.20 |  0.19 (110)   0.21 (128) |  0.12 ( 62)   0.29 ( 48) | -0.30 ( 56)   0.24 ( 72)   0.21 (128) |
VERSACE Alfredo - LAURIA Lorenzo                       |  260   0.33 |  0.25   0.08 | -0.19 (138)   0.40 (121) | -0.48 ( 69)   0.10 ( 69) |  0.14 ( 60)   0.15 ( 61)   0.25 (121) |
SEN Tezcan - SENGULER Zafer                            |  299   0.33 | -0.02   0.35 |  0.48 (158)   0.21 (140) |  0.30 ( 88)   0.71 ( 70) | -0.27 ( 64)   0.46 ( 76)   0.08 (140) |
BJARNARSON Gregers - ASKGAARD Michael                  |  240   0.25 |  0.10   0.15 |  0.28 (126)   0.00 (114) |  0.25 ( 63)   0.32 ( 63) |  0.37 ( 60)  -0.25 ( 54)  -0.07 (114) |
BETHERS Janis - LORENCS Martins                        |  220   0.24 |  0.08   0.16 |  0.18 ( 99)   0.14 (121) |  0.19 ( 42)   0.17 ( 57) |  0.09 ( 67)   0.32 ( 54)  -0.05 (121) |
JUURI-OJA Jouni - KIEMA Osmo                           |  300   0.23 | -0.05   0.28 |  0.46 (146)   0.11 (152) |  0.54 ( 75)   0.37 ( 71) | -0.04 ( 81)  -0.32 ( 71)   0.28 (152) |
BAREKET Ilan - ROLL Yossi                              |  240   0.19 |  0.11   0.08 | -0.08 (115)   0.23 (124) | -0.64 ( 54)   0.42 ( 61) | -0.12 ( 63)   0.26 ( 61)   0.17 (124) |
ZORIC Vedran - BOREVKOVIC Goran                        |  280   0.13 |  0.10   0.03 |  0.02 (150)   0.05 (130) | -0.19 ( 75)   0.22 ( 75) | -0.25 ( 55)   0.07 ( 75)   0.11 (130) |
KURKA Josef - MRAZ Tomas                               |  240   0.12 | -0.13   0.24 |  0.43 (122)   0.06 (116) |  1.18 ( 57)  -0.23 ( 65) | -0.02 ( 57)   0.03 ( 59)   0.05 (116) |
ARMANNSSON Sverrir - JORGENSEN Adalsteinn              |  240   0.12 |  0.08   0.04 |  0.14 (112)  -0.05 (128) | -0.08 ( 50)   0.31 ( 62) | -0.03 ( 65)   0.11 ( 63)  -0.09 (128) |
KOISTINEN Kauko - NYBERG Clas                          |  260   0.10 |  0.06   0.04 |  0.09 (134)  -0.01 (126) |  0.35 ( 64)  -0.14 ( 70) |  0.24 ( 70)  -0.03 ( 56)  -0.13 (126) |
DESMOULINS Christophe - TOGNETTI Rene                  |  240   0.10 |  0.34  -0.24 | -0.25 (115)  -0.23 (124) | -0.34 ( 63)  -0.14 ( 52) | -0.15 ( 76)   0.12 ( 48)  -0.18 (124) |
HACKETT Jason - HACKETT Justin                         |  260   0.08 |  0.08   0.00 | -0.05 (135)   0.06 (125) |  0.13 ( 75)  -0.28 ( 60) | -0.06 ( 69)   0.28 ( 56)  -0.02 (125) |
CASPERSEN Henrik - KROEJGAARD Niels                    |  240   0.08 | -0.08   0.16 |  0.30 (118)   0.03 (122) |  0.36 ( 49)   0.25 ( 69) | -0.19 ( 66)   0.26 ( 56)   0.01 (122) |
EINARSSON Bjarni Holmar - JONSSON Steinar              |  260   0.07 |  0.04   0.03 |  0.03 (126)   0.04 (134) |  0.03 ( 62)   0.03 ( 64) | -0.05 ( 62)  -0.11 ( 72)   0.12 (134) |
VINCENTELLI Thierry - GARCIA Stephane                  |  240   0.04 |  0.24  -0.20 | -0.00 (132)  -0.44 (108) | -0.40 ( 63)   0.36 ( 69) | -0.13 ( 46)  -0.05 ( 62)  -0.35 (108) |
LIMOR Doron - MINTZ Yaacov (Jacob)                     |  180   0.04 | -0.14   0.18 |  0.08 ( 94)   0.29 ( 85) |  0.33 ( 48)  -0.17 ( 46) | -0.08 ( 33)   0.06 ( 52)   0.28 ( 85) |
BOZEMPERGK Kostas - KAMINARIS Filaretos                |  200   0.02 | -0.25   0.27 |  0.22 (106)   0.34 ( 93) |  0.16 ( 54)   0.28 ( 52) |  0.23 ( 55)  -0.08 ( 38)   0.23 ( 93) |
BRGULJAN Karlo - RASE Davor                            |  220  -0.01 | -0.23   0.22 |  0.31 (104)   0.15 (114) |  0.33 ( 57)   0.29 ( 47) |  0.13 ( 60)   0.14 ( 54)   0.01 (114) |
WASIK Arturo - KNAP Andres                             |  240  -0.04 | -0.07   0.03 | -0.02 (111)   0.08 (127) | -0.12 ( 49)   0.06 ( 62) | -0.02 ( 53)  -0.04 ( 74)   0.11 (127) |
JANSONS Ugis - RUBENIS Ivars                           |  260  -0.05 |  0.02  -0.07 | -0.02 (126)  -0.12 (133) |  0.24 ( 62)  -0.27 ( 64) |  0.36 ( 63)  -0.39 ( 70)  -0.09 (133) |
KARAMANLIS Philippos - PROTONOTARIOS Manolis           |  260  -0.07 |  0.26  -0.33 | -0.12 (120)  -0.51 (140) | -0.30 ( 52)   0.01 ( 68) |  0.33 ( 75)  -0.18 ( 65)  -0.60 (140) |
ARMSTRONG John - HOLLAND John                          |  220  -0.07 | -0.04  -0.03 |  0.01 (109)  -0.06 (110) | -0.17 ( 47)   0.14 ( 62) | -0.23 ( 57)   0.26 ( 53)  -0.07 (110) |
YALCIN Tarik - MAGNUSSON Stephan                       |  240  -0.10 | -0.17   0.07 |  0.10 (121)   0.04 (119) |  0.46 ( 59)  -0.24 ( 62) |  0.20 ( 55)   0.15 ( 64)  -0.14 (119) |
VOZABAL David - SLEMR Jakub                            |  240  -0.12 | -0.38   0.26 |  0.02 (114)   0.48 (125) |  0.11 ( 63)  -0.08 ( 51) |  0.28 ( 59)   0.30 ( 66)   0.19 (125) |
CATELLANI Marco - FISSORE Henri                        |  240  -0.15 | -0.06  -0.09 | -0.10 (119)  -0.08 (120) |  0.22 ( 61)  -0.44 ( 58) |  0.30 ( 56)   0.03 ( 64)  -0.23 (120) |
BAUSBACK Nikolas - LOEFGREN Martin                     |  240  -0.15 | -0.04  -0.11 | -0.38 (110)   0.11 (130) | -0.24 ( 56)  -0.52 ( 54) |  0.08 ( 55)  -0.19 ( 75)   0.19 (130) |
BANCHEREAU Philippe - PALAZO Denis                     |  240  -0.16 | -0.23   0.08 |  0.25 (132)  -0.13 (108) |  0.39 ( 68)   0.10 ( 64) |  0.08 ( 50)  -0.05 ( 58)  -0.15 (108) |
BASABE Enrique - PABLOS Pablo Gomez de                 |  240  -0.18 | -0.11  -0.07 | -0.24 (123)   0.11 (116) | -0.12 ( 57)  -0.34 ( 66) | -0.22 ( 61)  -0.09 ( 55)   0.27 (116) |
VLAJNIC Branko - ZIPOVSKI Dimitraki                    |  260  -0.20 | -0.26   0.06 |  0.11 (124)   0.02 (135) |  0.28 ( 70)  -0.12 ( 54) | -0.08 ( 72)  -0.10 ( 63)   0.11 (135) |
GASCHEN Alain - NIKOLENKOV Dmitrij                     |  240  -0.25 | -0.19  -0.07 | -0.01 (123)  -0.13 (116) |  0.38 ( 56)  -0.32 ( 67) | -0.05 ( 59)  -0.17 ( 57)  -0.02 (116) |
PERISIC Marko - TODOROVIC Nebojsa                      |  219  -0.27 | -0.23  -0.04 |  0.16 (100)  -0.20 (118) |  0.24 ( 53)   0.07 ( 47) | -0.25 ( 60)   0.11 ( 58)  -0.13 (118) |
VROUSTIS Vassilis - KARAMANLIS Miltos                  |  260  -0.27 | -0.03  -0.24 | -0.05 (134)  -0.46 (124) |  0.01 ( 58)  -0.10 ( 76) |  0.17 ( 68)  -0.52 ( 56)  -0.31 (124) |
KAHRAMAN Ahmet - KOKSOY Enver                          |  160  -0.32 |  0.14  -0.46 | -0.06 ( 82)  -0.87 ( 78) | -0.26 ( 40)   0.13 ( 42) | -0.25 ( 36)  -0.47 ( 42)  -0.50 ( 78) |
DJURICIC Branislav - JOVANOVIC Dejan                   |  240  -0.34 | -0.32  -0.02 |  0.15 (119)  -0.18 (120) |  0.09 ( 55)   0.20 ( 64) |  0.22 ( 61)  -0.05 ( 59)  -0.26 (120) |
ABOU CHANAB Bachar - SASSELLI Marco                    |  240  -0.34 | -0.17  -0.17 | -0.15 (124)  -0.20 (116) | -0.07 ( 59)  -0.21 ( 65) |  0.21 ( 59)  -0.01 ( 57)  -0.30 (116) |
JANKAUSKAS Arunas - TYLA Albertas                      |  200  -0.36 | -0.14  -0.22 | -0.07 ( 86)  -0.34 (111) |  0.04 ( 48)  -0.21 ( 38) | -0.23 ( 48)  -0.23 ( 63)  -0.11 (111) |
VAINIKONIS Vytautas - OLANSKI Wojtek                   |  280  -0.36 | -0.40   0.04 |  0.34 (148)  -0.30 (130) |  0.24 ( 72)   0.45 ( 76) |  0.23 ( 62)  -0.08 ( 68)  -0.37 (130) |
WALKER David - CUTHBERTSON Malcolm                     |  239  -0.38 | -0.12  -0.26 | -0.61 (118)   0.09 (120) | -0.66 ( 52)  -0.57 ( 66) |  0.14 ( 68)  -0.31 ( 52)   0.15 (120) |
ENGEL Berthold - RENNO Ilkka                           |  240  -0.38 | -0.07  -0.31 | -0.11 (112)  -0.49 (128) | -0.45 ( 56)   0.24 ( 56) | -0.05 ( 67)  -0.25 ( 61)  -0.34 (128) |
McGEORGE James - STEEL Les                             |  240  -0.52 | -0.08  -0.45 | -0.62 (109)  -0.31 (129) | -0.82 ( 62)  -0.35 ( 47) | -0.19 ( 76)  -0.09 ( 53)  -0.16 (129) |
ANGELINI Francesco - SEMENTA Antonio                   |  200  -0.53 | -0.58   0.05 | -0.12 ( 90)   0.18 (108) | -0.06 ( 45)  -0.17 ( 45) |  0.23 ( 50)   0.09 ( 58)   0.03 (108) |
CARRASCO Gabriel - FRACTMAN Gabriel                    |  220  -0.62 | -0.54  -0.07 | -0.01 (118)  -0.15 ( 99) | -0.90 ( 57)   0.81 ( 61) | -0.41 ( 46)   0.17 ( 53)  -0.05 ( 99) |
PATERSON Jack - SHORT Brian                            |  240  -0.65 | -0.29  -0.35 | -0.55 (110)  -0.19 (130) | -0.10 ( 47)  -0.88 ( 63) |  0.10 ( 65)   0.34 ( 65)  -0.42 (130) |
POSKA Gediminas - VAINIKONIS Erikas                    |  240  -0.94 | -0.22  -0.72 | -0.61 (128)  -0.86 (112) | -0.76 ( 68)  -0.43 ( 60) | -0.47 ( 50)   0.13 ( 62)  -0.72 (112) |
DIKLIC Dubravko - SPILJAK Branco                       |  220  -1.04 | -0.46  -0.58 | -0.26 (104)  -0.89 (114) | -0.51 ( 43)  -0.08 ( 61) | -0.25 ( 50)   0.02 ( 64)  -0.79 (114) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No.   IMPs |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
BLOMQVIST Johan - KOISTINEN Kauko                      |   60   0.61 |  0.06   0.56 |  0.42 ( 28)   0.67 ( 32) |  1.33 ( 10)  -0.08 ( 18) | -1.12 ( 13)  -0.70 ( 19)   1.54 ( 32) |
BLOMQVIST Johan - NYBERG Clas                          |   39   0.58 |  1.17  -0.60 | -0.55 ( 15)  -0.63 ( 24) |  0.37 (  5)  -1.00 ( 10) |  0.11 ( 10)   0.05 ( 14)  -0.70 ( 24) |
WASIK Arturo - FRACTMAN Gabriel                        |   20   0.21 | -0.90   1.11 |  0.81 (  7)   1.27 ( 13) | -2.13 (  4)   4.73 (  3) |  0.02 (  5)  -0.11 (  8)   1.33 ( 13) |
BLOMQVIST Johan - KIEMA Osmo                           |   60  -0.15 |  0.04  -0.19 |  0.16 ( 28)  -0.49 ( 32) | -0.16 ( 17)   0.65 ( 11) | -0.18 ( 19)  -0.16 ( 13)  -0.32 ( 32) |
VERSACE Alfredo - ANGELINI Francesco                   |   20  -0.44 | -1.06   0.62 |  1.64 (  9)  -0.21 ( 11) |  3.55 (  6)  -2.17 (  3) |  0.25 (  7)   0.08 (  4)  -0.40 ( 11) |

