                                                       |             |              |           Play           |        Declaring         |                Defending              |
B Pazur - T Pilch                                      |  240  -0.10 |  0.22  -0.31 | -0.16 (125)  -0.48 (115) |  0.04 ( 52)  -0.30 ( 73) | -0.36 ( 56)  -0.02 ( 59)  -0.29 (115) |
M Bartkowski - M Puczyński                             |  180  -0.13 | -0.26   0.13 |  0.10 ( 94)   0.16 ( 84) | -0.31 ( 48)   0.53 ( 46) | -0.03 ( 56)   0.11 ( 28)   0.14 ( 84) |
P Zatorski - P Jassem                                  |  144  -0.14 |  0.07  -0.21 | -0.17 ( 83)  -0.26 ( 61) | -0.25 ( 38)  -0.11 ( 45) | -0.10 ( 36)  -0.27 ( 25)  -0.09 ( 61) |
R Sakowicz - P Miechowicz                              |  144  -0.14 | -0.01  -0.12 | -0.05 ( 67)  -0.19 ( 76) | -0.34 ( 28)   0.16 ( 39) |  0.17 ( 43)  -0.50 ( 33)  -0.07 ( 76) |
N Sakowska - P Butryn                                  |  144  -0.19 | -0.10  -0.09 | -0.22 ( 83)   0.09 ( 61) |  0.09 ( 51)  -0.72 ( 32) |  0.42 ( 35)   0.51 ( 26)  -0.37 ( 61) |
J Ciechomski - M Leśniewski                            |  240  -0.23 | -0.02  -0.21 | -0.09 (115)  -0.33 (123) |  0.18 ( 72)  -0.56 ( 43) | -0.56 ( 55)  -0.59 ( 68)   0.25 (123) |
R Matlak - Z Guła                                      |  156  -0.26 | -0.27   0.01 | -0.08 ( 64)   0.08 ( 91) | -0.45 ( 32)   0.28 ( 32) | -0.20 ( 43)  -0.01 ( 48)   0.17 ( 91) |
A Suwik - M Kowalski                                   |  276  -0.26 | -0.28   0.01 |  0.16 (130)  -0.12 (144) |  0.60 ( 58)  -0.19 ( 72) |  0.06 ( 65)  -0.00 ( 79)  -0.14 (144) |
M Dembiński - M Pędziński                              |  264  -0.29 | -0.20  -0.09 | -0.05 (127)  -0.12 (136) | -0.20 ( 68)   0.11 ( 59) | -0.02 ( 73)   0.40 ( 63)  -0.30 (136) |
M Krupowicz - P Janiszewski                            |  216  -0.34 | -0.16  -0.18 |  0.08 (101)  -0.42 (113) | -0.62 ( 20)   0.25 ( 81) | -0.44 ( 88)  -0.12 ( 25)  -0.05 (113) |
C Serek - P Busse                                      |  240  -0.36 | -0.15  -0.21 |  0.01 (104)  -0.39 (135) | -0.51 ( 51)   0.51 ( 53) | -0.18 ( 64)  -0.19 ( 71)  -0.20 (135) |
S Niajko - M Bielawski                                 |  192  -0.37 | -0.26  -0.11 | -0.29 ( 99)   0.10 ( 92) | -0.02 ( 45)  -0.53 ( 54) |  0.19 ( 42)   0.13 ( 50)  -0.06 ( 92) |
G Głasek - M Piwowarczyk                               |  155  -0.58 | -0.56  -0.02 | -0.21 ( 64)   0.11 ( 90) | -0.58 ( 39)   0.37 ( 25) |  0.02 ( 56)  -0.11 ( 34)   0.15 ( 90) |
B Gierulski - J Skrzypczak                             |  132  -0.58 | -0.42  -0.16 |  0.14 ( 56)  -0.38 ( 76) | -0.36 ( 21)   0.44 ( 35) | -0.55 ( 37)   0.12 ( 39)  -0.18 ( 76) |
L Niemiec - M Białożyt                                 |  204  -0.84 | -0.64  -0.20 |  0.08 ( 96)  -0.46 (107) | -0.11 ( 44)   0.24 ( 52) | -0.07 ( 53)   0.00 ( 54)  -0.42 (107) |
G Bajek - M Wręczycki                                  |  132  -0.88 | -0.45  -0.43 | -0.40 ( 72)  -0.47 ( 58) | -1.05 ( 35)   0.21 ( 37) | -0.06 ( 31)  -0.47 ( 27)  -0.22 ( 58) |
R Sekulski - K Mykietyn                                |  132  -0.92 | -0.50  -0.41 | -0.30 ( 60)  -0.51 ( 71) | -0.08 ( 25)  -0.46 ( 35) | -0.28 ( 30)  -0.08 ( 41)  -0.35 ( 71) |
P Kołuda - P Lutek                                     |  167  -0.96 | -0.71  -0.25 | -0.51 ( 83)   0.02 ( 83) | -0.93 ( 48)   0.06 ( 35) | -0.21 ( 39)   0.05 ( 44)   0.09 ( 83) |
K Brudka - O Bestrzyński                               |  120  -1.02 | -0.94  -0.08 | -0.20 ( 59)   0.03 ( 61) | -0.32 ( 31)  -0.07 ( 28) |  0.22 ( 28)   0.20 ( 33)  -0.18 ( 61) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No. Butler |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
A Kowalski - K Lasocki                                 |   12   4.00 |  3.25   0.75 |  0.58 (  6)   1.11 (  5) | -0.71 (  1)   0.83 (  5) |  0.53 (  1)  -0.08 (  4)   1.07 (  5) |
B Gierulski - L Sztyrak                                |   12   3.25 |  1.62   1.63 |  1.20 (  6)   2.05 (  6) |  0.97 (  4)   1.67 (  2) |  0.42 (  3)   0.49 (  3)   1.60 (  6) |
S Gołębiowski - W Starkowski                           |   12   2.25 |  1.68   0.57 |  1.64 (  5)  -0.19 (  7) |  2.62 (  4)  -2.29 (  1) |  0.00 (  4)   0.00 (  3)  -0.19 (  7) |
J Russyan - A Kowalski                                 |   72   1.28 |  0.58   0.70 |  0.65 ( 35)   0.74 ( 37) |  0.84 ( 28)  -0.13 (  7) | -0.03 ( 16)   0.82 ( 21)   0.29 ( 37) |
J Klukowski - A Kowalski                               |   84   1.17 |  0.78   0.39 |  0.56 ( 51)   0.12 ( 33) |  0.78 ( 30)   0.26 ( 21) | -0.22 ( 22)  -0.62 ( 11)   0.48 ( 33) |
G Narkiewicz - K Buras                                 |   60   0.98 |  1.08  -0.10 |  0.07 ( 27)  -0.24 ( 33) | -0.05 (  9)   0.13 ( 18) | -0.30 ( 15)   0.00 ( 18)  -0.10 ( 33) |
S Gołębiowski - M Kwieciński                           |   48   0.94 |  0.96  -0.02 | -0.05 ( 24)   0.01 ( 23) |  0.31 ( 15)  -0.65 (  9) |  1.13 ( 14)   0.24 (  9)  -0.77 ( 23) |
S Zawiślak - P Busse                                   |   24   0.92 |  1.15  -0.23 | -1.35 ( 12)   0.88 ( 12) | -3.26 (  5)   0.02 (  7) | -0.34 (  5)   0.08 (  7)   0.97 ( 12) |
G Narkiewicz - P Tuczyński                             |   48   0.92 |  0.48   0.44 |  0.29 ( 24)   0.58 ( 24) |  1.07 ( 10)  -0.26 ( 14) |  0.54 ( 13)   0.90 ( 11)  -0.13 ( 24) |
J Klukowski - J Russyan                                |   84   0.55 | -0.24   0.79 |  0.68 ( 43)   0.90 ( 41) |  0.95 ( 27)   0.22 ( 16) |  0.83 ( 21)  -0.10 ( 20)   0.53 ( 41) |
J Kalida - J Russyan                                   |   36   0.50 |  0.05   0.45 |  1.22 ( 16)  -0.17 ( 20) |  3.54 (  6)  -0.16 ( 10) |  0.35 ( 12)  -0.62 (  8)  -0.13 ( 20) |
R Sakowicz - A Jeleniewski                             |   12   0.42 |  2.07  -1.65 | -0.38 (  7)  -3.42 (  5) | -0.19 (  3)  -0.53 (  4) | -4.18 (  4)   0.40 (  1)  -0.16 (  5) |
Z Guła - M Błach                                       |   72   0.42 |  0.09   0.33 |  0.39 ( 32)   0.29 ( 39) |  0.93 ( 15)  -0.09 ( 17) | -0.16 ( 18)  -0.00 ( 21)   0.36 ( 39) |
M Bartkowski - M Wręczycki                             |   60   0.40 |  0.42  -0.02 | -0.59 ( 32)   0.63 ( 28) | -0.70 ( 18)  -0.45 ( 14) |  0.75 ( 13)   0.10 ( 15)   0.22 ( 28) |
A Czech - A Szymczak                                   |   96   0.30 |  0.40  -0.10 | -0.24 ( 50)   0.05 ( 45) |  0.09 ( 26)  -0.60 ( 24) | -0.04 ( 28)   0.07 ( 17)   0.05 ( 45) |
M Szymanowski - P Tuszyński                            |   48   0.27 | -0.22   0.49 | -0.23 ( 27)   1.40 ( 21) | -0.71 (  8)  -0.02 ( 19) |  1.50 (  8)  -0.10 ( 13)   0.89 ( 21) |
J Romański - A Kowalski                                |   48   0.23 | -0.17   0.40 |  0.28 ( 20)   0.48 ( 28) | -0.19 ( 13)   1.15 (  7) |  0.46 ( 16)  -0.12 ( 12)   0.27 ( 28) |
A Szymczak - M Pieczka                                 |   72   0.21 |  0.13   0.08 |  0.28 ( 45)  -0.25 ( 27) | -0.11 ( 28)   0.92 ( 17) | -0.34 ( 15)   0.11 ( 12)  -0.12 ( 27) |
T Winciorek - P Kowalczewski                           |   24   0.21 | -0.01   0.22 | -0.17 ( 17)   1.35 (  6) |  0.31 ( 10)  -0.85 (  7) | -0.13 (  2)   0.73 (  4)   0.91 (  6) |
T Winciorek - M Bartkowski                             |   12   0.17 |  1.32  -1.15 | -2.70 (  6)   0.39 (  6) | -4.35 (  3)  -1.06 (  3) |  4.25 (  1)  -0.04 (  5)  -0.28 (  6) |
D Kazmucha - E Miszewska                               |   48   0.15 |  0.45  -0.31 | -0.35 ( 25)  -0.28 ( 22) |  0.13 ( 15)  -1.06 ( 10) | -0.02 ( 13)   0.00 (  9)  -0.27 ( 22) |
P Miechowicz - P Tuszyński                             |   60   0.08 |  0.15  -0.07 | -0.23 ( 23)   0.03 ( 35) | -0.28 ( 14)  -0.17 (  9) |  0.07 ( 19)  -1.48 ( 16)   0.67 ( 35) |
R Kierznowski - L Sztyrak                              |   96   0.06 | -0.38   0.45 |  0.16 ( 38)   0.63 ( 58) |  0.53 ( 26)  -0.63 ( 12) |  0.36 ( 28)  -0.07 ( 30)   0.50 ( 58) |
S Gołębiowski - T Klukowski                            |   48   0.02 |  0.57  -0.55 |  0.01 ( 24)  -1.11 ( 24) |  0.70 ( 12)  -0.68 ( 12) |  0.12 ( 16)  -0.48 (  8)  -1.03 ( 24) |
J Różycki - P Szerling                                 |   96   0.00 |  0.44  -0.44 | -0.67 ( 46)  -0.24 ( 48) | -0.10 ( 22)  -1.19 ( 24) |  0.44 ( 31)  -0.14 ( 17)  -0.48 ( 48) |
R Grzelak - J Romański                                 |   23  -0.04 | -0.22   0.17 |  0.08 (  6)   0.20 ( 17) |     - (  0)   0.08 (  6) | -0.14 (  8)   0.64 (  9)  -0.07 ( 17) |
T Winciorek - M Wręczycki                              |   96  -0.09 | -0.25   0.16 |  0.35 ( 42)   0.01 ( 53) |  0.62 ( 19)   0.12 ( 23) | -0.32 ( 26)  -0.28 ( 27)   0.31 ( 53) |
M Pędziński - O Bestrzyński                            |   48  -0.13 | -0.18   0.05 |  0.08 ( 23)   0.03 ( 25) |  0.11 ( 15)   0.02 (  8) | -0.36 ( 14)   0.33 ( 11)   0.08 ( 25) |
J Ciechomski - P Lutostański                           |   12  -0.17 | -0.67   0.51 |  0.69 (  6)   0.32 (  6) |  0.69 (  6)      - (  0) | -0.52 (  6)      - (  0)   0.83 (  6) |
B Chmurski - P Tuczyński                               |   48  -0.17 |  0.32  -0.48 | -0.60 ( 27)  -0.33 ( 21) | -1.00 ( 19)   0.33 (  8) |  0.34 (  9)  -1.18 ( 12)   0.20 ( 21) |
Z Papierniak - J Figlus                                |   95  -0.19 | -0.15  -0.04 | -0.05 ( 48)  -0.02 ( 47) | -0.23 ( 30)   0.24 ( 18) | -0.15 ( 16)   0.05 ( 31)  -0.00 ( 47) |
G Gardynik - Ł Witkowski                               |   84  -0.19 | -0.26   0.07 |  0.13 ( 40)   0.02 ( 42) |  0.69 ( 21)  -0.48 ( 19) |  0.05 ( 23)   0.12 ( 19)  -0.06 ( 42) |
J Skrzypczak - L Sztyrak                               |   24  -0.42 |  0.11  -0.53 | -0.11 (  9)  -0.78 ( 15) | -0.04 (  5)  -0.19 (  4) | -0.70 (  8)  -0.10 (  7)  -0.36 ( 15) |
W Kaźmierczak - P Butryn                               |   12  -0.42 | -0.64   0.23 |  0.30 (  6)   0.15 (  6) |  0.36 (  5)   0.00 (  1) |  0.36 (  4)   0.15 (  2)  -0.14 (  6) |
R Kierznowski - Z Rogowski                             |   96  -0.49 | -0.47  -0.02 |  0.03 ( 46)  -0.07 ( 50) | -0.36 ( 22)   0.40 ( 24) | -0.01 ( 22)   0.03 ( 28)  -0.08 ( 50) |
R Sakowicz - P Tuszyński                               |   48  -0.75 | -0.61  -0.14 |  0.22 ( 33)  -0.93 ( 15) | -0.02 ( 21)   0.64 ( 12) | -0.80 (  6)  -0.20 (  9)  -0.49 ( 15) |
J Russyan - K Lasocki                                  |   72  -0.82 | -0.22  -0.60 | -0.34 ( 43)  -0.99 ( 29) | -0.36 ( 22)  -0.31 ( 21) | -0.60 (  9)  -0.31 ( 20)  -0.59 ( 29) |
M Wręczycki - P Kowalczewski                           |   12  -0.83 | -0.40  -0.43 | -1.35 (  6)   0.48 (  6) | -1.07 (  2)  -1.49 (  4) |  4.03 (  3)  -0.08 (  3)  -1.50 (  6) |
T Jochymski - M Kania                                  |   96  -0.89 | -0.48  -0.41 | -0.55 ( 57)  -0.20 ( 39) | -0.99 ( 28)  -0.13 ( 29) |  0.77 ( 10)  -0.23 ( 29)  -0.23 ( 39) |
M Leśniewski - P Lutostański                           |   60  -1.02 | -0.56  -0.45 | -0.10 ( 29)  -0.78 ( 31) | -0.45 ( 18)   0.46 ( 11) | -0.45 ( 21)  -0.04 ( 10)  -0.47 ( 31) |
W Sroczyński - P Tuszyński                             |   83  -1.12 | -0.73  -0.39 | -0.28 ( 39)  -0.49 ( 43) | -1.64 ( 10)   0.19 ( 29) |  0.66 ( 11)  -0.96 ( 32)   0.05 ( 43) |
J Kalida - J Klukowski                                 |   12  -1.50 | -1.05  -0.45 | -0.42 (  7)  -0.50 (  5) |  0.60 (  1)  -0.59 (  6) |  0.00 (  2)   1.31 (  3)  -1.29 (  5) |
R Stoliński - O Bestrzyński                            |   36  -1.56 | -0.91  -0.64 | -0.14 ( 18)  -1.22 ( 17) | -2.07 (  8)   1.41 ( 10) | -0.30 ( 10)  -2.78 (  7)   0.10 ( 17) |
T Winciorek - M Puczyński                              |   72  -1.60 | -0.66  -0.94 | -0.66 ( 34)  -1.18 ( 38) | -1.76 ( 10)  -0.21 ( 24) | -0.74 ( 19)  -0.63 ( 19)  -0.50 ( 38) |
C Serek - D Kazmucha                                   |   24  -1.63 |  0.49  -2.11 | -2.53 (  9)  -1.87 ( 15) | -2.11 (  4)  -2.86 (  5) | -0.49 (  8)   0.08 (  7)  -1.65 ( 15) |
G Gardynik - M Tutka                                   |   24  -1.79 | -0.96  -0.83 | -0.28 ( 13)  -1.47 ( 11) | -0.41 (  9)   0.00 (  4) |  0.71 (  2)  -0.61 (  9)  -1.10 ( 11) |
R Nowicki - O Bestrzyński                              |   12  -2.75 | -1.73  -1.02 | -2.97 (  5)   0.37 (  7) | -6.18 (  2)  -0.83 (  3) |  0.78 (  5)  -0.10 (  2)  -0.16 (  7) |
Z Rogowski - K Pikus                                   |   24   0.04 |  0.37  -0.33 | -0.48 ( 13)  -0.16 ( 11) | -0.24 (  5)  -0.63 (  8) | -0.03 (  6)   0.48 (  5)  -0.36 ( 11) |

